"discount","gender","age","marital_status","education","city_level","purchase_power","original_unit_price"
1,"M","26-35","M",2,5,3,52
0,"M","36-45","S",3,1,3,0
1,"F","36-45","S",3,3,2,150
1,"F","26-35","S",3,3,2,178
1,"F","26-35","M",3,1,3,59.9
1,"F","26-35","S",3,2,2,95
1,"F","26-35","S",3,2,2,298
1,"F","46-55","U",-1,2,-1,78
0,"F","26-35","M",4,2,2,0
0,"F","36-45","U",-1,3,-1,0
1,"M","16-25","S",2,2,2,99
0,"M","26-35","S",3,3,2,0
1,"F","36-45","M",2,4,2,198
0,"F","26-35","M",-1,4,3,129
1,"M","16-25","M",2,2,3,79.9
1,"F","26-35","S",3,-1,2,78
0,"M","26-35","M",4,2,2,0
1,"F","36-45","M",3,2,2,298
0,"M","16-25","U",-1,2,-1,169
1,"F","16-25","S",2,3,3,59
0,"M","16-25","S",2,2,2,58
1,"F","36-45","M",3,2,2,36
1,"M","26-35","S",4,4,2,80
1,"F","16-25","S",3,4,2,100
1,"F","26-35","U",3,1,-1,210
1,"F","16-25","M",-1,1,-1,78
1,"M","26-35","S",3,3,2,39.9
1,"F","26-35","S",-1,1,3,298
1,"F","36-45","M",3,2,2,76
0,"F","26-35","M",1,2,2,0
1,"M","36-45","M",4,1,2,12
1,"F","26-35","U",-1,3,-1,79
1,"M","26-35","M",4,3,2,49
0,"F","36-45","M",2,-1,2,230
1,"M","26-35","S",3,2,3,168
0,"M","16-25","S",1,4,2,0
0,"M","16-25","S",1,4,2,0
0,"M","16-25","S",1,4,2,0
0,"M","16-25","S",1,4,2,0
1,"F","26-35","S",3,4,2,99
0,"F","26-35","S",3,1,2,0
0,"F","26-35","S",3,1,2,0
1,"M",">=56","U",-1,2,-1,298
1,"M","36-45","M",3,3,3,298
0,"M","26-35","S",2,-1,2,0
0,"F","36-45","S",1,-1,3,69
0,"F","26-35","M",1,2,2,0
1,"F","16-25","S",3,4,2,59.9
0,"F","26-35","S",3,3,2,159
1,"F","26-35","S",3,2,3,76
1,"M","36-45","M",3,2,2,128
1,"M","16-25","M",1,1,3,120
1,"F","26-35","M",3,4,1,180
1,"F","26-35","M",3,4,1,99
0,"F","26-35","M",3,3,2,0
0,"F","26-35","S",3,2,2,110
1,"M","36-45","M",3,2,2,129
1,"M","26-35","S",2,3,2,39.9
1,"F","26-35","M",4,1,2,355
1,"F","36-45","M",3,2,3,0
1,"M","46-55","M",3,1,2,298
1,"F","26-35","M",4,2,2,139
1,"M","26-35","M",4,-1,2,78
1,"F","26-35","S",3,1,2,79.9
0,"F","36-45","M",3,2,2,98
0,"F","36-45","M",3,2,2,98
0,"M","26-35","M",2,4,2,278
0,"F","26-35","S",3,1,2,145
1,"M","26-35","M",3,2,2,69.9
1,"M","16-25","S",3,2,2,188
1,"F","36-45","M",-1,1,3,79.9
1,"M","26-35","M",2,4,3,159
1,"F",">=56","U",-1,4,-1,159
1,"F","46-55","M",3,4,2,79.9
1,"F","46-55","M",3,4,2,69.9
1,"F","36-45","U",-1,2,-1,336
1,"F","26-35","M",3,1,2,198
1,"F","46-55","U",-1,1,-1,190
0,"M","26-35","M",3,3,2,0
1,"M","26-35","M",3,3,2,175
0,"M","26-35","M",3,3,2,0
1,"F","36-45","M",-1,-1,3,59.9
0,"F","26-35","M",-1,1,3,0
1,"M","46-55","M",3,5,2,139
0,"M","16-25","S",2,2,2,0
1,"F","26-35","S",2,2,2,249
0,"F","46-55","S",3,2,3,0
1,"M",">=56","S",3,2,2,330
0,"M","26-35","S",4,1,2,0
1,"F","26-35","M",3,1,2,129
1,"F",">=56","U",-1,2,-1,209
1,"M","26-35","S",3,1,2,69
1,"F","26-35","M",1,4,2,138
0,"F","26-35","U",-1,5,-1,69
1,"M","36-45","M",4,1,2,355
1,"F","16-25","S",-1,2,4,89
0,"M","16-25","S",3,3,3,0
0,"M","46-55","S",2,1,2,10.5
0,"M","16-25","U",-1,4,-1,0
0,"M","16-25","U",-1,4,-1,0
1,"M","26-35","M",4,2,2,59.9
1,"M","26-35","M",4,2,2,69.9
1,"F",">=56","U",-1,2,-1,209
1,"F","16-25","U",-1,4,-1,62
1,"F","26-35","M",3,2,2,66
1,"F","26-35","S",3,3,2,48
1,"F","36-45","M",2,2,2,149
1,"F","26-35","M",-1,4,3,79.9
1,"F","26-35","S",3,2,2,69.9
1,"F","26-35","S",3,2,2,245
1,"F","26-35","S",2,2,2,85
1,"F","26-35","S",2,3,3,79
0,"F","26-35","S",3,1,2,98
0,"M","36-45","M",4,3,2,129
0,"M","36-45","M",4,3,2,0
1,"M","36-45","M",4,3,2,180
0,"F","36-45","S",-1,2,-1,0
1,"F","36-45","S",-1,2,-1,110
0,"F","26-35","S",3,1,2,70
1,"M",">=56","U",-1,2,-1,298
1,"F","26-35","U",2,4,-1,245
1,"F","36-45","M",3,1,2,99.9
1,"F","36-45","M",3,1,2,139.9
1,"F","36-45","M",3,1,3,59.9
1,"F","26-35","M",1,2,3,59
0,"F","26-35","M",1,2,3,59
1,"M","36-45","M",4,1,2,148
1,"M","26-35","M",4,1,2,69.9
1,"F","26-35","S",2,-1,2,139.9
1,"F","26-35","M",4,1,2,78
1,"F","36-45","M",3,2,2,58
0,"M","16-25","S",2,1,2,0
0,"M","16-25","S",2,1,2,0
1,"M","16-25","S",2,1,2,68
1,"F","26-35","S",3,2,3,178
1,"F","26-35","S",3,2,3,88
1,"F","26-35","S",3,2,3,198
1,"F","26-35","S",3,2,3,69
1,"F","16-25","S",2,3,3,139
1,"M","26-35","S",2,1,3,88
1,"M","16-25","S",2,3,2,178
1,"M","36-45","M",3,2,2,188.9
1,"M","26-35","S",4,1,2,59
1,"F","36-45","M",3,1,2,79.9
0,"F","36-45","M",4,2,2,28
1,"F","26-35","M",3,1,2,148
0,"M","26-35","S",4,1,2,313.5
0,"F","26-35","M",2,-1,2,0
1,"F","26-35","M",2,-1,2,89
1,"F",">=56","U",-1,2,-1,209
0,"F","46-55","U",-1,3,-1,208
0,"F","46-55","U",-1,3,-1,0
0,"F","16-25","U",-1,-1,-1,69
1,"F","16-25","S",3,4,1,59.9
1,"F","16-25","S",3,4,1,69
1,"F","16-25","S",3,1,3,59
0,"M","26-35","S",3,1,2,78
1,"F","26-35","M",3,1,3,99.9
1,"F","26-35","M",3,1,3,139.9
0,"M","26-35","M",2,4,2,0
0,"F","36-45","M",3,2,1,0
0,"F","36-45","M",3,2,1,0
0,"F","36-45","M",1,3,3,0
0,"F","36-45","M",1,3,3,0
0,"F","36-45","M",1,3,3,0
1,"M","46-55","S",3,2,3,68
1,"F",">=56","M",3,1,3,125
1,"F","36-45","S",3,3,1,520
1,"F","26-35","M",3,1,2,139
1,"F","26-35","M",3,1,2,180
1,"M","26-35","S",2,1,3,59
1,"F","36-45","S",3,1,2,188
1,"F","16-25","U",-1,2,-1,178
1,"M","16-25","S",3,2,3,298
0,"F","46-55","M",4,2,2,0
1,"F","46-55","M",4,2,2,0
1,"M","26-35","M",3,3,2,99
1,"F","26-35","M",3,-1,3,69
1,"F","26-35","M",3,2,3,59
0,"F","26-35","M",3,2,3,0
1,"F","26-35","M",3,2,3,129
0,"F","26-35","M",3,2,3,0
1,"F","16-25","S",3,2,2,69.9
1,"F","36-45","M",3,2,2,69
1,"F","16-25","S",3,2,3,69.9
1,"F","16-25","S",3,1,2,298
1,"F","16-25","S",3,1,2,178
1,"F","26-35","S",3,4,3,89
1,"F","46-55","M",3,4,2,109
0,"M","46-55","M",3,3,2,39
1,"M","36-45","M",-1,3,-1,78
1,"M","26-35","S",3,4,2,85
1,"F","26-35","M",3,3,2,129
0,"F","26-35","M",3,3,2,0
1,"M","36-45","M",4,1,2,69.9
1,"F","26-35","S",3,1,2,139
1,"F","36-45","M",3,2,2,298
1,"F","36-45","M",3,2,2,89
1,"M","26-35","M",3,-1,2,298
1,"F","26-35","M",3,1,2,184.8
1,"M","26-35","S",3,2,2,79
1,"M","26-35","M",3,2,2,129
0,"F",">=56","M",4,1,2,0
1,"M","26-35","M",3,2,2,69
1,"F","26-35","M",2,3,2,118
1,"F","26-35","M",3,2,2,298
1,"F","36-45","M",3,2,2,139
1,"F","36-45","M",3,2,2,78
0,"M","16-25","S",3,1,3,0
1,"F","26-35","S",3,1,2,59
1,"F","26-35","M",3,3,2,200
1,"F","26-35","M",4,2,2,238
0,"F","36-45","M",4,2,2,129
1,"F","26-35","S",3,2,2,298
1,"F","26-35","M",4,2,2,65
1,"F",">=56","M",3,3,3,78
1,"F",">=56","M",3,1,2,59.9
1,"F","26-35","M",2,-1,2,69.9
1,"F","26-35","M",1,1,2,79
1,"F","16-25","S",3,1,2,139.9
1,"F","16-25","S",3,1,2,179
1,"M",">=56","U",-1,4,-1,159
1,"F","46-55","U",-1,-1,-1,59
1,"F","16-25","S",3,2,2,86
1,"F","26-35","M",3,2,2,99
1,"F","16-25","S",2,1,3,85
1,"F","36-45","M",3,-1,-1,183
1,"F","16-25","S",2,-1,2,99
0,"F","16-25","S",-1,2,3,145
0,"F","16-25","S",3,2,2,0
0,"F","26-35","S",-1,2,3,55
1,"F","26-35","S",-1,2,3,167
0,"M","16-25","M",4,-1,2,79
1,"F","16-25","U",-1,1,-1,198
1,"F","16-25","U",-1,1,-1,89
1,"F","16-25","U",-1,1,-1,39.9
1,"M","16-25","U",-1,4,-1,139
0,"F","16-25","S",3,1,3,69
1,"F","16-25","S",3,1,3,78
1,"F","26-35","M",2,2,3,149
1,"M","26-35","S",3,4,2,129
0,"M","26-35","S",3,4,2,0
1,"M","26-35","S",3,-1,2,89
1,"F","26-35","M",3,2,2,298
1,"F","16-25","S",3,4,2,298
1,"F","36-45","S",3,3,2,59
1,"F","26-35","S",3,1,3,78
1,"F","26-35","S",3,2,2,78
0,"F","26-35","M",3,4,2,159
1,"M","36-45","M",3,1,2,69.9
1,"M","36-45","M",3,1,2,59.9
0,"M","46-55","M",3,1,2,69
1,"M","26-35","S",3,3,2,79.9
1,"F","26-35","S",3,2,2,179
1,"F","26-35","S",2,3,2,178
1,"F",">=56","U",-1,2,-1,209
1,"M","26-35","S",4,1,2,150
0,"F","36-45","U",-1,-1,-1,66
0,"M","16-25","S",2,-1,3,0
1,"F","36-45","M",2,1,3,158
1,"F","26-35","M",4,1,2,69
1,"F","26-35","M",3,3,2,69
1,"F","16-25","S",2,-1,3,78
1,"M","26-35","S",3,2,2,69
1,"M","16-25","U",-1,3,-1,138
1,"F","16-25","M",2,2,2,78
1,"F","16-25","M",2,2,2,108
1,"F","36-45","M",4,1,2,79.9
1,"F","36-45","S",-1,2,4,125
1,"M","26-35","S",3,4,2,78
1,"F","26-35","S",3,3,2,80
1,"F","26-35","S",3,3,2,59.9
1,"F","16-25","S",2,-1,2,128
1,"F","46-55","M",4,1,2,79.9
1,"F","16-25","M",3,1,3,139.9
1,"F","16-25","M",3,1,3,78
1,"F","46-55","M",4,1,2,139
1,"F","16-25","S",3,1,2,329
1,"F","26-35","M",3,3,2,85
0,"F","26-35","M",3,2,2,0
1,"F","26-35","M",3,2,2,298
1,"F","26-35","M",3,1,2,79.9
1,"F","26-35","U",-1,2,-1,148
0,"F","26-35","M",3,1,2,145
0,"F","36-45","S",3,2,2,0
0,"F","36-45","S",3,2,2,0
1,"F","36-45","S",3,2,2,128
1,"F","36-45","S",-1,2,3,78
1,"F","26-35","U",2,4,-1,78
0,"F","36-45","S",3,2,2,0
1,"F","36-45","S",3,2,2,118
1,"F","46-55","M",3,4,3,59.9
1,"F","36-45","S",2,2,3,59.9
0,"F","16-25","M",2,1,3,0
1,"F","36-45","M",2,1,-1,49
1,"F","36-45","M",2,1,-1,85
1,"M","16-25","S",2,1,3,180
1,"F","26-35","S",3,1,2,179
0,"F","26-35","S",2,1,3,0
1,"M","16-25","S",3,2,2,139.9
1,"F","26-35","S",3,3,2,68
1,"F","26-35","M",3,4,2,79.9
1,"F","26-35","M",3,4,2,69.9
1,"F","26-35","M",4,1,2,59
0,"F","26-35","M",4,1,2,139
1,"M","26-35","M",3,2,2,106
1,"M","26-35","M",3,3,2,208
1,"M","26-35","S",3,1,2,79.9
1,"F","16-25","S",3,1,2,55
1,"F","26-35","U",3,1,-1,129
0,"F","26-35","U",3,1,-1,0
1,"F","16-25","M",3,3,3,118
1,"F","26-35","S",3,4,3,128
1,"F","16-25","S",2,2,2,215
1,"F","16-25","S",2,2,2,119
1,"M","36-45","S",3,2,2,69.9
1,"F","16-25","U",-1,3,-1,68
0,"F","16-25","S",2,2,2,0
0,"F","16-25","S",2,2,2,0
0,"F","16-25","S",2,2,2,0
0,"F","16-25","S",2,2,2,39
0,"F","16-25","S",2,2,2,0
0,"F","16-25","S",2,2,2,0
1,"F","36-45","M",2,4,2,176
0,"F","36-45","M",4,1,2,0
1,"F","36-45","M",2,2,2,78
0,"F","26-35","S",2,1,2,239
0,"F","16-25","S",3,-1,3,0
1,"F","16-25","S",3,-1,3,58
0,"F","26-35","M",2,4,2,59
0,"M","26-35","U",2,1,-1,0
1,"F","26-35","M",3,2,3,158
1,"F","16-25","M",1,4,2,131
0,"F","46-55","M",2,2,2,68
1,"M","36-45","M",3,1,2,298
1,"M","26-35","M",3,4,2,99
1,"M","26-35","U",-1,4,-1,85
1,"F","16-25","S",-1,2,4,85
1,"M","26-35","S",3,1,2,148
1,"F","36-45","M",3,1,3,129
0,"F","36-45","M",3,1,3,0
1,"F","16-25","U",-1,5,-1,148
0,"F","26-35","M",3,4,2,76
1,"F","26-35","S",3,-1,3,129
0,"F","26-35","S",3,-1,3,0
0,"F","26-35","S",3,1,2,28.8
1,"F","26-35","M",3,2,2,78
1,"F","36-45","S",4,1,2,168
0,"M","36-45","M",2,1,2,0
1,"F","26-35","S",3,4,2,129
0,"F","16-25","S",3,4,3,0
1,"M","36-45","S",1,2,2,188
1,"F","16-25","S",3,2,2,78
1,"F","36-45","M",3,2,2,42.8
1,"F","26-35","M",3,3,2,136
0,"M","16-25","S",3,2,2,0
1,"F","36-45","S",2,4,2,85
1,"M","26-35","M",3,1,2,150
1,"F","26-35","S",-1,3,4,76
1,"F","36-45","M",-1,4,4,99
0,"F","36-45","M",-1,4,4,0
1,"F","26-35","M",1,4,2,68
0,"M","26-35","S",2,2,2,0
0,"F","26-35","S",3,1,2,0
1,"F","36-45","S",2,2,2,198
0,"F","26-35","S",3,2,2,0
1,"F","16-25","S",-1,-1,2,109
1,"M","36-45","M",3,4,2,79.9
1,"M","36-45","M",3,4,2,79.9
1,"M","16-25","S",2,2,3,78
1,"M","16-25","S",3,1,2,78
0,"F","36-45","S",1,4,3,0
1,"F","36-45","S",1,4,3,99
0,"F","26-35","M",4,3,1,0
1,"F","26-35","S",3,3,2,69.9
1,"F","26-35","M",4,2,2,79.9
1,"M","36-45","M",4,3,2,69
1,"M","36-45","M",4,3,2,49
1,"M","36-45","M",4,3,2,12
0,"F","36-45","M",-1,2,-1,96
0,"F","36-45","M",3,3,2,102
1,"F","26-35","M",4,1,2,129
1,"F","26-35","S",3,4,3,99
1,"F","26-35","S",3,4,3,99
1,"F","26-35","S",3,2,3,78
1,"F","26-35","S",3,1,2,95
1,"F","36-45","S",3,3,2,79
0,"F","26-35","M",3,1,2,49
1,"M","26-35","S",3,2,2,49.9
1,"F","26-35","S",3,-1,2,145
0,"F","36-45","M",3,2,2,0
1,"F","16-25","S",3,3,3,49
0,"F","26-35","S",1,2,2,69
1,"M","26-35","S",3,1,2,228
0,"F","16-25","U",-1,-1,-1,0
0,"F","16-25","U",-1,-1,-1,0
0,"F","16-25","U",-1,-1,-1,0
0,"F","16-25","U",-1,-1,-1,0
1,"F","26-35","S",3,2,2,108
0,"F","36-45","M",2,3,2,0
1,"M","26-35","S",4,2,2,0
1,"F","16-25","S",2,3,2,149
1,"F","26-35","S",2,4,2,78
1,"F","26-35","S",3,2,2,78
1,"F","26-35","S",3,2,2,78
1,"F","26-35","M",3,1,2,129
0,"F","26-35","M",3,2,3,0
1,"F","36-45","M",3,3,2,178
1,"M","16-25","S",3,2,2,69.9
1,"F","26-35","M",4,2,3,89
1,"F","16-25","S",3,-1,3,69
1,"F","26-35","S",3,1,2,79.9
1,"F","26-35","S",3,2,2,79
1,"F","26-35","S",3,2,2,79
1,"M","26-35","M",3,1,2,245
1,"F","26-35","S",3,4,2,129
1,"F","26-35","S",3,4,2,59
1,"F","36-45","M",2,3,3,159
0,"F","26-35","S",3,3,2,0
1,"F","16-25","U",-1,3,-1,258
1,"F","36-45","M",4,1,2,118
1,"F","36-45","M",4,1,2,199
1,"F","16-25","S",3,2,2,269
1,"F","16-25","S",3,2,2,66
1,"F","16-25","S",3,2,2,189
0,"F",">=56","M",2,-1,3,19.99
1,"F","16-25","S",-1,3,3,79
1,"F","26-35","S",2,3,2,238
1,"F","26-35","S",3,2,3,69
0,"F","26-35","S",3,2,3,0
0,"F","26-35","S",3,2,3,0
1,"F","26-35","S",2,4,2,59.9
1,"F","26-35","S",2,4,2,298
1,"F","26-35","S",3,4,3,400
1,"F","36-45","M",4,2,2,298
1,"F","36-45","S",1,2,3,99
1,"F","16-25","S",3,2,3,170
1,"F","26-35","M",3,1,2,89
1,"M","16-25","S",3,3,2,39
1,"M","36-45","M",2,3,2,79
1,"M","26-35","M",3,2,2,85
1,"F","46-55","S",3,3,3,76
1,"F","16-25","U",-1,2,-1,99
1,"F","16-25","U",-1,2,-1,129
1,"F","16-25","U",-1,2,-1,99
0,"M","26-35","M",2,4,1,0
1,"F","16-25","S",3,3,3,28
1,"F","16-25","S",3,3,3,69.9
1,"F","26-35","M",4,2,2,78
1,"M","16-25","M",2,-1,2,100
0,"F","26-35","M",3,1,3,0
0,"F","46-55","U",-1,4,-1,49
1,"F","26-35","M",2,1,2,78
1,"F","36-45","M",3,2,3,129
1,"M","26-35","M",3,2,3,69.9
1,"F","36-45","M",2,1,2,69.9
1,"F","36-45","M",3,3,2,139
1,"F","26-35","S",3,1,3,69.9
1,"F","26-35","M",3,1,3,78
1,"F","26-35","M",3,2,2,78
1,"M","26-35","S",3,1,2,148
0,"F","36-45","S",2,2,2,0
1,"F","36-45","M",3,1,2,259
1,"F","16-25","S",-1,2,4,79
1,"F","26-35","S",3,2,3,139
1,"F","26-35","S",3,1,2,269
1,"F","26-35","S",3,1,2,239
0,"F","26-35","M",3,2,2,98
1,"F","16-25","S",3,4,3,69
1,"F","26-35","M",3,2,2,129
0,"M","16-25","M",4,1,2,49
1,"F","36-45","M",4,1,2,28.8
1,"F","26-35","M",4,1,2,69
1,"F","26-35","M",4,1,2,69
1,"F","26-35","M",4,1,2,69
1,"M","26-35","M",4,2,2,250
1,"M","26-35","M",4,2,2,230
1,"M","36-45","S",3,-1,2,168
1,"F","26-35","M",3,2,2,89.9
1,"F","26-35","M",3,2,2,94.9
1,"F","36-45","M",3,3,2,78
1,"F","26-35","S",4,2,2,79
1,"F","16-25","S",3,2,2,198
1,"F",">=56","M",3,2,2,79.9
0,"F","26-35","M",2,-1,2,0
0,"F","16-25","U",-1,1,-1,0
1,"F","16-25","S",2,-1,1,99
0,"F","26-35","M",3,2,2,89
1,"F","26-35","M",3,2,2,79
1,"F","36-45","S",3,2,3,78
0,"F","26-35","M",2,2,2,0
1,"F","46-55","M",4,1,3,99
1,"F","46-55","M",4,1,3,99
1,"F",">=56","S",3,1,3,78
0,"F","26-35","U",-1,-1,-1,68
1,"F","26-35","S",3,2,2,0
0,"F","26-35","M",-1,2,3,0
0,"M","26-35","S",3,1,2,0
1,"F","26-35","M",3,1,2,88
0,"F",">=56","S",4,4,3,95
0,"F","16-25","S",3,2,3,0
1,"F","26-35","M",-1,3,2,82
1,"M","16-25","S",3,4,2,298
0,"F","16-25","S",3,3,2,68
1,"F","26-35","S",3,2,2,78
0,"M","26-35","S",4,1,2,249
0,"F","16-25","U",-1,2,-1,29.9
1,"M","46-55","M",4,2,2,119
1,"F","26-35","M",3,4,2,166
1,"F","16-25","S",2,4,3,78
1,"F","26-35","U",-1,2,-1,178
1,"F","26-35","U",-1,2,-1,298
0,"F",">=56","M",2,4,2,0
1,"F",">=56","M",2,4,2,248
0,"F",">=56","M",2,4,2,0
0,"F",">=56","M",2,4,2,0
1,"M","16-25","S",3,2,2,39.9
1,"F","36-45","M",2,2,2,99
1,"M","26-35","S",3,2,3,59.9
0,"F","26-35","S",2,3,3,0
1,"F","26-35","U",-1,3,-1,0
1,"F","26-35","S",2,4,2,78
1,"F","16-25","S",3,2,2,79
0,"F","26-35","M",2,4,2,129
1,"M","26-35","S",3,1,3,139
1,"M","26-35","S",3,2,2,79.9
0,"M","16-25","S",2,2,2,0
0,"F","26-35","M",3,2,2,0
1,"F","26-35","M",3,2,2,198
1,"M",">=56","M",4,2,2,66
0,"F","36-45","M",3,1,2,0
1,"F","36-45","M",3,1,2,298
0,"F","36-45","M",2,1,2,78
1,"F","16-25","S",3,2,2,298
1,"F","16-25","S",3,2,2,298
0,"F","26-35","S",3,1,3,45
1,"F","16-25","U",-1,2,-1,49
1,"F","16-25","U",-1,1,-1,178
1,"F","26-35","U",-1,3,-1,78
1,"M","26-35","M",3,3,2,79
0,"F","26-35","M",4,2,2,79
0,"F","36-45","M",2,4,3,69
1,"F","26-35","M",3,1,2,79
0,"F","26-35","M",2,-1,1,0
0,"F","26-35","S",3,1,2,0
0,"F","26-35","M",2,-1,2,0
1,"M","26-35","M",3,1,2,178
0,"F","26-35","M",3,1,2,0
1,"F","26-35","M",3,2,2,180
1,"F","16-25","M",4,2,2,69
1,"F","16-25","M",4,2,2,79
1,"M","26-35","M",2,4,3,59
1,"M","36-45","M",3,4,3,59
1,"M","16-25","S",3,2,2,178
0,"F","36-45","M",2,3,3,0
0,"F","36-45","M",2,3,3,0
1,"M","16-25","S",3,2,2,139.9
1,"F","36-45","M",3,3,2,148
1,"F","26-35","S",2,1,1,139.9
1,"F","26-35","M",3,4,2,209
1,"M","16-25","S",2,5,3,79
1,"F","26-35","S",3,2,3,69
1,"F","26-35","U",-1,-1,-1,167
1,"F","36-45","S",3,2,2,99
1,"F","36-45","M",3,2,3,89
1,"F","36-45","M",3,2,3,95
1,"M","16-25","S",2,2,2,69
1,"F","36-45","M",4,2,2,198
1,"M","16-25","S",-1,1,2,92
1,"F","26-35","M",4,2,2,178
1,"F","26-35","M",4,2,2,298
1,"M","26-35","M",4,1,2,97
1,"M","16-25","S",3,3,2,78
1,"F","36-45","S",3,2,3,89
0,"M","36-45","S",2,1,2,69
0,"F","26-35","M",3,2,2,0
1,"F","36-45","M",3,1,2,298
1,"F","36-45","M",3,1,2,178
1,"F","16-25","S",3,1,3,250
1,"F","16-25","S",3,4,3,78
1,"F","26-35","M",3,-1,3,159
0,"M","26-35","S",3,2,2,278
0,"M","26-35","S",3,3,2,0
1,"M","26-35","S",3,3,2,298
1,"F","16-25","M",2,3,2,167
0,"F","16-25","S",3,2,3,59.9
1,"F","26-35","M",3,2,2,109
1,"F","26-35","S",3,5,3,139.9
1,"F","26-35","M",3,1,2,0
1,"M","16-25","S",3,3,2,298
1,"F","36-45","M",4,2,3,69
1,"F",">=56","U",-1,2,-1,209
1,"F","26-35","M",2,4,2,129
1,"M",">=56","M",-1,4,4,298
1,"F","26-35","M",3,1,2,109
1,"F","26-35","U",2,2,-1,78
1,"F","26-35","S",3,4,2,249
0,"F","26-35","M",1,3,2,0
1,"F","26-35","S",3,2,2,79
0,"F","26-35","S",3,2,2,145
1,"F","36-45","U",-1,-1,-1,158
1,"F","16-25","S",3,4,2,59.9
1,"F","36-45","M",2,4,3,79
1,"M","16-25","S",-1,2,3,108
0,"F","46-55","U",-1,1,-1,69
1,"F","16-25","S",-1,2,4,79.9
1,"F","26-35","M",4,1,2,78
1,"F","26-35","M",4,1,2,78
0,"F","36-45","M",3,1,2,145
0,"F","26-35","M",4,2,3,98
1,"F","26-35","S",2,2,2,330
0,"F","16-25","U",2,1,-1,78
1,"M","16-25","S",2,3,2,129
1,"F","16-25","S",3,2,3,79.9
1,"F","16-25","S",-1,2,3,38
1,"F","16-25","S",-1,2,3,38
1,"F","16-25","M",2,4,2,105
1,"F","26-35","M",3,2,2,500
0,"F","26-35","M",3,2,2,0
0,"F","26-35","M",3,2,2,0
0,"F","16-25","U",-1,2,-1,145
1,"F","36-45","M",2,1,2,59
1,"M","16-25","S",3,3,2,78
1,"F","16-25","U",-1,1,-1,59.9
1,"F","16-25","U",-1,4,-1,59
1,"F","26-35","M",2,2,2,79
1,"F","16-25","U",-1,4,-1,59
1,"M","36-45","M",4,-1,2,99
1,"F","26-35","S",3,3,2,139
1,"F","26-35","M",3,2,2,0
0,"F","26-35","S",3,-1,2,69
1,"F","36-45","M",4,2,2,298
0,"F",">=56","M",3,3,2,0
0,"F","26-35","M",2,3,2,0
0,"F","26-35","M",3,1,3,145
1,"M","26-35","M",4,2,1,168
1,"F","46-55","M",3,3,3,70
1,"F","36-45","M",2,2,2,178
0,"F","16-25","S",3,3,3,0
1,"F","16-25","U",-1,4,-1,59
1,"F","26-35","M",3,2,1,78
1,"F",">=56","U",-1,4,-1,59
0,"M","16-25","S",3,3,2,0
1,"F","26-35","S",3,1,2,139
1,"F","26-35","M",3,2,3,59.9
1,"M",">=56","M",3,-1,2,92
0,"M","26-35","S",2,4,2,0
1,"F","26-35","S",3,3,2,69
1,"F","36-45","U",3,2,-1,129
0,"F","46-55","M",2,2,2,0
1,"F","26-35","M",3,-1,2,65
1,"F","26-35","S",3,2,2,69
1,"F","26-35","S",3,1,2,79
1,"M","16-25","S",3,1,2,19.9
1,"F","16-25","S",3,2,2,298
1,"M","36-45","M",4,1,2,65
1,"M","36-45","M",3,1,-1,118
1,"F","26-35","U",-1,2,-1,78
1,"F","36-45","M",3,1,2,139
0,"F","26-35","S",3,4,2,0
1,"F","16-25","S",2,4,3,59
1,"M","26-35","M",3,-1,2,79
1,"F","16-25","S",3,-1,3,78
1,"M","16-25","S",4,1,2,69
1,"M",">=56","M",3,1,2,116
1,"F","16-25","S",3,2,2,210
0,"F","16-25","S",3,2,2,0
1,"F","26-35","M",3,2,3,49
0,"F","26-35","S",3,-1,2,59
1,"F",">=56","U",-1,2,-1,209
0,"F","26-35","M",3,4,2,0
1,"F","26-35","M",3,4,2,129
0,"F","26-35","S",-1,-1,4,59
0,"F","36-45","M",1,3,2,108
1,"F","26-35","S",4,-1,2,108
1,"F","36-45","M",4,4,2,69
1,"F","26-35","S",3,1,2,240
1,"F","26-35","M",3,2,3,298
1,"F","26-35","U",3,4,-1,69
1,"F","26-35","M",3,3,2,59.9
1,"F","26-35","S",3,-1,3,240
1,"M",">=56","M",3,2,2,0
1,"F","26-35","M",3,1,2,78
1,"M","46-55","M",4,1,2,59.9
1,"F","46-55","U",-1,4,-1,149
1,"F","16-25","S",3,4,1,56
1,"M","26-35","S",3,1,2,178
1,"F","26-35","S",3,2,2,89
0,"F","26-35","S",3,2,2,0
1,"F","26-35","M",3,3,2,258
0,"F","26-35","M",3,3,2,0
0,"M","26-35","U",-1,3,-1,0
1,"F","26-35","S",3,2,3,208
1,"F",">=56","U",-1,2,-1,209
1,"M","26-35","M",3,-1,2,0
1,"F","26-35","M",4,2,2,78
0,"F","16-25","S",2,2,2,0
1,"M","26-35","U",-1,4,-1,88
0,"F","26-35","M",3,2,2,0
1,"F","16-25","M",3,1,3,69.9
1,"M","26-35","M",4,2,2,16
1,"M","26-35","M",4,2,2,12
0,"M","26-35","M",4,1,2,279
1,"M","16-25","S",3,3,2,93.5
1,"F","26-35","M",-1,3,2,298
1,"F","26-35","M",4,2,3,270
1,"M","16-25","S",2,-1,2,79.9
1,"M","26-35","S",1,1,2,39.9
1,"F","26-35","S",3,2,2,78
1,"F","26-35","S",3,2,2,78
1,"F","16-25","M",3,2,4,177.96
0,"M","36-45","M",3,1,3,125
