"Income","Country","Age","Height","Location","Gender","Sales"
62418,"Freedonia",41,66,"Rural","Male",NA
3396,"Sylvania",38,67,"City","Female",-774
3546,"Freedonia",19,64,"Rural","Female",NA
24016,"Freedonia",38,67,"Rural","Male",NA
1765,"Freedonia",35,63,"Rural","Male",NA
70074,"Sylvania",29,69,"City","Female",574
47633,"Sylvania",41,65,"City","Male",954
195111,"Freedonia",24,59,"City","Female",NA
250650,"Sylvania",36,66,"City","Female",665
395204,"Freedonia",47,63,"Rural","Female",NA
296239,"Sylvania",86,67,"City","Female",868
44056,"Sylvania",25,67,"City","Male",782
9838,"Freedonia",44,70,"Rural","Male",NA
11880,"Sylvania",23,72,"City","Female",605
30828,"Sylvania",91,66,"City","Female",853
22831,"Sylvania",23,67,"Rural","Female",-242
30609,"Sylvania",52,67,"City","Male",915
210622,"Sylvania",41,66,"City","Male",870
23864,"Sylvania",70,65,"City","Male",876
54739,"Sylvania",31,59,"City","Male",789
27199,"Freedonia",78,65,"City","Female",NA
6396,"Sylvania",45,63,"City","Female",716
47958,"Sylvania",62,61,"City","Female",733
22385,"Freedonia",29,68,"City","Female",NA
28609,"Sylvania",95,69,"City","Female",880
48409,"Sylvania",37,68,"City","Female",641
43011,"Freedonia",27,68,"Rural","Female",NA
4084,"Sylvania",29,73,"City","Female",-621
122101,"Sylvania",56,65,"Rural","Male",310
17092,"Sylvania",22,67,"City","Female",588
44263,"Sylvania",33,64,"City","Male",783
206544,"Freedonia",87,62,"Rural","Male",NA
18954,"Sylvania",73,69,"City","Male",822
253093,"Sylvania",38,70,"City","Male",750
2039,"Freedonia",25,68,"City","Male",NA
1381,"Sylvania",31,66,"City","Male",789
152421,"Sylvania",31,72,"City","Female",643
44054,"Sylvania",33,69,"City","Male",849
149384,"Freedonia",37,68,"City","Female",NA
129458,"Sylvania",26,64,"City","Male",630
22877,"Sylvania",19,69,"Rural","Female",210
16032,"Sylvania",24,63,"City","Male",901
28239,"Freedonia",24,62,"Rural","Male",NA
58402,"Sylvania",37,62,"City","Male",762
84084,"Sylvania",45,60,"City","Female",792
171753,"Sylvania",33,65,"City","Male",664
38844,"Freedonia",27,68,"Rural","Male",NA
250090,"Freedonia",54,66,"Rural","Male",NA
15196,"Sylvania",19,68,"City","Male",860
45105,"Sylvania",18,62,"City","Female",647
38732,"Sylvania",41,68,"City","Female",699
24370,"Sylvania",27,64,"Rural","Female",201
29113,"Sylvania",21,64,"City","Male",705
11704,"Sylvania",19,64,"City","Female",597
343918,"Sylvania",20,59,"City","Female",602
30721,"Sylvania",110,64,"City","Female",-883
86655,"Sylvania",66,67,"Rural","Female",282
14391,"Sylvania",41,60,"City","Male",872
94921,"Sylvania",34,64,"Rural","Male",349
164235,"Freedonia",21,66,"Rural","Male",NA
96531,"Sylvania",30,63,"City","Female",530
34713,"Sylvania",56,64,"City","Male",882
8999,"Freedonia",29,58,"Rural","Female",NA
5247,"Sylvania",21,67,"City","Male",704
18000,"Sylvania",37,65,"City","Male",911
4100,"Sylvania",48,59,"City","Female",829
68542,"Sylvania",31,64,"Rural","Female",218
141767,"Sylvania",97,64,"City","Male",1037
39746,"Sylvania",79,67,"City","Female",939
100126,"Sylvania",73,64,"City","Female",824
11399,"Sylvania",31,64,"City","Female",606
485866,"Freedonia",33,67,"Rural","Female",NA
7633,"Sylvania",19,72,"City","Male",665
6840,"Sylvania",24,64,"Rural","Male",303
165280,"Freedonia",45,62,"Rural","Male",NA
81122,"Sylvania",30,69,"City","Male",833
4441,"Sylvania",33,67,"Rural","Female",241
43912,"Sylvania",43,65,"Rural","Male",307
82415,"Freedonia",34,66,"City","Female",NA
9375,"Freedonia",65,64,"Rural","Female",NA
28609,"Sylvania",46,62,"Rural","Female",261
5558,"Sylvania",39,64,"City","Female",711
26894,"Freedonia",34,60,"Rural","Male",NA
41394,"Sylvania",65,74,"City","Female",736
31935,"Sylvania",40,64,"City","Male",-722
21307,"Sylvania",71,61,"City","Female",756
164496,"Sylvania",29,61,"City","Male",927
11795,"Sylvania",42,67,"City","Female",658
86762,"Sylvania",20,65,"City","Male",-665
22454,"Sylvania",19,64,"City","Female",658
27254,"Sylvania",21,61,"City","Male",564
97042,"Sylvania",22,62,"Rural","Male",253
80242,"Sylvania",53,71,"City","Female",844
75410,"Freedonia",19,65,"Rural","Female",NA
113854,"Sylvania",49,64,"City","Male",926
87773,"Sylvania",24,65,"City","Male",738
91761,"Sylvania",57,65,"City","Female",862
361195,"Sylvania",30,58,"City","Male",787
63620,"Sylvania",23,66,"Rural","Female",189
9284,"Sylvania",32,64,"Rural","Female",237
221678,"Sylvania",28,68,"City","Female",581
16411,"Sylvania",60,64,"Rural","Female",233
94500,"Freedonia",60,63,"Rural","Female",NA
228084,"Freedonia",28,68,"Rural","Female",NA
421953,"Freedonia",37,65,"Rural","Male",NA
4357,"Sylvania",50,65,"City","Male",901
2835,"Freedonia",20,65,"City","Female",NA
27649,"Sylvania",42,68,"City","Female",645
116183,"Sylvania",44,61,"City","Male",802
3831,"Sylvania",48,64,"City","Female",657
6010,"Sylvania",42,65,"City","Female",675
1440,"Freedonia",24,71,"Rural","Male",NA
6737,"Sylvania",28,64,"City","Male",872
285321,"Sylvania",93,63,"City","Male",1073
5949,"Sylvania",25,70,"City","Male",819
465027,"Freedonia",82,67,"Rural","Female",NA
250242,"Sylvania",54,60,"City","Male",899
27640,"Freedonia",40,64,"Rural","Male",NA
13374,"Sylvania",28,63,"Rural","Female",198
21002,"Freedonia",27,63,"Rural","Male",NA
109034,"Freedonia",18,67,"City","Male",NA
18611,"Sylvania",66,68,"Rural","Male",371
7566,"Sylvania",20,67,"City","Female",648
1018,"Sylvania",29,63,"Rural","Male",272
74936,"Sylvania",24,68,"City","Male",757
14506,"Sylvania",19,67,"City","Male",830
534669,"Sylvania",20,68,"City","Female",695
25152,"Sylvania",35,62,"City","Male",690
43818,"Sylvania",23,71,"City","Male",840
181706,"Sylvania",32,59,"City","Female",-583
54333,"Sylvania",67,63,"City","Female",829
8271,"Sylvania",40,66,"City","Female",756
5820,"Freedonia",63,67,"Rural","Male",NA
33507,"Sylvania",36,70,"Rural","Female",223
9633,"Sylvania",21,67,"City","Female",546
3852,"Sylvania",88,65,"City","Male",1061
11233,"Sylvania",71,67,"City","Female",773
49114,"Sylvania",35,68,"Rural","Male",319
23925,"Sylvania",24,67,"City","Male",692
35719,"Sylvania",46,68,"Rural","Female",229
981457,"Sylvania",74,69,"Rural","Female",327
203900,"Sylvania",25,62,"City","Male",909
684,"Sylvania",92,67,"City","Female",837
9537,"Freedonia",44,64,"Rural","Female",NA
24172,"Freedonia",31,70,"Rural","Female",NA
153675,"Freedonia",21,62,"Rural","Female",NA
26845,"Sylvania",33,65,"City","Male",936
37468,"Sylvania",45,63,"City","Female",712
31363,"Sylvania",24,71,"City","Female",646
5822,"Sylvania",28,68,"City","Male",682
52541,"Freedonia",37,68,"Rural","Male",NA
63770,"Freedonia",30,65,"City","Male",NA
2105,"Sylvania",45,65,"City","Male",917
23835,"Sylvania",18,66,"City","Male",704
32590,"Sylvania",30,56,"Rural","Male",361
20510,"Sylvania",65,67,"Rural","Male",323
5626,"Sylvania",35,67,"City","Female",656
8009,"Sylvania",39,64,"City","Female",584
455376,"Sylvania",27,66,"City","Male",686
268144,"Freedonia",31,62,"Rural","Female",NA
317022,"Sylvania",29,66,"City","Female",639
34227,"Sylvania",27,63,"City","Male",730
213209,"Sylvania",33,66,"City","Female",640
53550,"Sylvania",40,67,"City","Female",639
2350,"Sylvania",30,64,"Rural","Male",314
38473,"Sylvania",49,67,"Rural","Male",350
75449,"Freedonia",42,68,"Rural","Female",NA
95850,"Sylvania",39,72,"City","Male",879
33625,"Sylvania",22,63,"City","Female",607
13908,"Sylvania",25,68,"City","Female",756
49784,"Sylvania",54,67,"City","Female",735
15035,"Sylvania",21,61,"Rural","Male",390
443147,"Sylvania",46,71,"City","Male",814
209701,"Sylvania",27,66,"City","Female",565
270811,"Freedonia",62,65,"Rural","Female",NA
2378,"Freedonia",18,69,"Rural","Female",NA
2349,"Sylvania",21,68,"City","Male",663
21429,"Sylvania",54,68,"City","Male",914
1073,"Sylvania",59,63,"City","Female",751
5062,"Sylvania",18,63,"Rural","Female",176
34938,"Sylvania",50,65,"City","Female",746
11498,"Freedonia",44,68,"City","Male",NA
10015,"Sylvania",44,65,"City","Male",950
35269,"Sylvania",40,58,"Rural","Male",327
9184,"Freedonia",23,63,"Rural","Male",NA
13897,"Sylvania",30,68,"City","Male",824
26151,"Sylvania",19,67,"Rural","Female",187
24507,"Sylvania",33,68,"Rural","Male",280
4722,"Sylvania",37,68,"City","Female",685
589588,"Sylvania",42,68,"Rural","Male",320
66325,"Freedonia",65,61,"Rural","Male",NA
224056,"Sylvania",18,62,"City","Female",586
6614,"Sylvania",26,67,"City","Female",605
2269,"Sylvania",53,67,"City","Male",868
119194,"Sylvania",33,68,"City","Female",639
18034,"Freedonia",43,67,"Rural","Male",NA
312342,"Sylvania",41,64,"City","Female",662
9627,"Sylvania",56,65,"City","Male",841
4042,"Freedonia",18,63,"Rural","Male",NA
169517,"Freedonia",24,62,"Rural","Female",NA
12390,"Sylvania",30,65,"City","Female",645
272492,"Sylvania",49,70,"City","Male",1048
14858,"Sylvania",27,71,"City","Male",753
6752,"Sylvania",28,60,"City","Female",759
1177,"Sylvania",40,63,"Rural","Female",262
18861,"Sylvania",18,63,"City","Female",681
3500,"Sylvania",47,71,"City","Male",684
40981,"Freedonia",26,64,"City","Male",NA
25780,"Sylvania",25,61,"City","Female",616
786,"Sylvania",26,67,"City","Female",626
59453,"Sylvania",31,67,"City","Female",653
119084,"Sylvania",30,66,"Rural","Male",240
32844,"Sylvania",44,64,"City","Male",890
135759,"Freedonia",38,70,"Rural","Female",NA
9532,"Sylvania",22,63,"Rural","Female",203
34497,"Sylvania",28,67,"City","Female",733
5968,"Freedonia",32,62,"City","Male",NA
185623,"Freedonia",32,69,"Rural","Male",NA
173467,"Sylvania",31,69,"City","Male",743
77892,"Sylvania",24,69,"City","Female",694
1444,"Sylvania",43,70,"Rural","Female",246
2378,"Freedonia",53,62,"Rural","Male",NA
41772,"Sylvania",40,66,"City","Female",783
75626,"Sylvania",39,66,"City","Male",857
46420,"Freedonia",32,71,"Rural","Male",NA
40655,"Freedonia",18,68,"Rural","Female",NA
4841,"Freedonia",21,65,"City","Male",NA
7775,"Sylvania",40,64,"City","Female",578
1594,"Sylvania",18,67,"City","Female",654
128064,"Sylvania",28,68,"Rural","Female",205
8382,"Sylvania",19,74,"City","Male",705
33309,"Freedonia",54,67,"Rural","Female",NA
7400,"Freedonia",29,65,"Rural","Male",NA
49976,"Sylvania",75,65,"Rural","Female",259
153080,"Sylvania",33,60,"City","Female",628
11874,"Sylvania",18,64,"City","Female",661
399895,"Freedonia",31,67,"Rural","Male",NA
6511,"Sylvania",42,67,"City","Female",759
48993,"Sylvania",62,61,"City","Female",841
21463,"Sylvania",29,63,"City","Male",785
2042,"Freedonia",30,61,"Rural","Female",NA
43740,"Sylvania",27,63,"City","Female",658
19689,"Sylvania",69,67,"City","Female",742
43945,"Sylvania",19,61,"City","Female",686
48175,"Sylvania",19,62,"City","Male",730
37151,"Sylvania",53,62,"Rural","Female",263
11918,"Sylvania",38,60,"City","Male",1053
177028,"Freedonia",46,61,"Rural","Male",NA
37249,"Sylvania",26,68,"City","Female",705
103962,"Sylvania",23,65,"Rural","Female",190
26358,"Sylvania",39,63,"City","Female",628
45056,"Sylvania",38,69,"City","Male",722
9439,"Sylvania",27,66,"City","Male",759
98920,"Freedonia",55,71,"Rural","Male",NA
308951,"Sylvania",37,63,"City","Female",643
215831,"Sylvania",28,69,"City","Female",697
64526,"Freedonia",79,65,"Rural","Female",NA
32304,"Sylvania",41,67,"City","Male",-757
25876,"Sylvania",20,66,"City","Male",756
134531,"Sylvania",20,66,"City","Male",770
7935,"Sylvania",19,65,"City","Female",482
22483,"Sylvania",18,61,"City","Male",731
9556,"Freedonia",27,66,"Rural","Male",NA
56561,"Sylvania",45,64,"City","Male",797
811,"Sylvania",43,62,"City","Male",-848
3053,"Sylvania",45,65,"Rural","Male",281
16403,"Sylvania",39,70,"Rural","Female",249
7533,"Sylvania",23,63,"City","Male",704
68497,"Freedonia",25,64,"Rural","Female",NA
296495,"Sylvania",36,66,"City","Male",847
7119,"Sylvania",37,69,"City","Female",725
77034,"Sylvania",23,67,"City","Male",793
82366,"Sylvania",28,65,"Rural","Male",311
47315,"Sylvania",41,66,"Rural","Male",262
6411,"Sylvania",61,64,"City","Female",814
25351,"Freedonia",26,69,"Rural","Male",NA
1199,"Sylvania",18,62,"City","Female",646
3506,"Freedonia",43,73,"Rural","Female",NA
9416,"Sylvania",75,65,"City","Male",951
91505,"Sylvania",61,66,"City","Female",781
815523,"Sylvania",36,61,"Rural","Male",295
5938,"Sylvania",23,64,"City","Male",748
22133,"Sylvania",20,61,"City","Male",-843
347081,"Sylvania",23,65,"Rural","Female",198
69085,"Sylvania",35,63,"City","Male",791
36464,"Sylvania",35,68,"City","Male",821
6784,"Freedonia",37,64,"Rural","Female",NA
132066,"Freedonia",19,63,"Rural","Male",NA
138365,"Sylvania",35,61,"City","Male",805
55079,"Sylvania",56,67,"City","Female",685
6193,"Freedonia",18,68,"Rural","Male",NA
9228,"Sylvania",38,65,"City","Male",783
37402,"Freedonia",24,59,"Rural","Male",NA
642233,"Freedonia",24,62,"Rural","Male",NA
14925,"Freedonia",26,61,"City","Female",NA
18345,"Freedonia",48,57,"City","Male",NA
129791,"Sylvania",18,70,"City","Male",742
115655,"Sylvania",26,65,"City","Female",621
23086,"Freedonia",26,64,"City","Female",NA
14760,"Sylvania",42,66,"Rural","Female",235
5354,"Sylvania",24,69,"City","Female",638
8024,"Sylvania",28,66,"City","Male",640
75446,"Freedonia",39,63,"City","Female",NA
103453,"Sylvania",21,62,"Rural","Female",168
29225,"Sylvania",34,63,"City","Male",802
29786,"Sylvania",19,70,"City","Female",610
416357,"Freedonia",46,61,"Rural","Male",NA
17162,"Sylvania",30,61,"City","Male",742
5960,"Sylvania",64,65,"City","Male",859
517488,"Freedonia",114,58,"City","Male",NA
41952,"Sylvania",37,63,"City","Female",730
7177,"Sylvania",24,66,"City","Male",781
1271,"Sylvania",62,64,"City","Female",751
67890,"Sylvania",20,63,"Rural","Male",301
18378,"Freedonia",18,64,"Rural","Female",NA
109382,"Sylvania",27,67,"City","Female",668
23821,"Sylvania",59,62,"City","Female",811
21046,"Freedonia",43,64,"City","Female",NA
8579,"Sylvania",45,66,"City","Male",813
3377,"Sylvania",59,70,"City","Female",614
335926,"Sylvania",31,66,"City","Male",706
217331,"Sylvania",75,68,"City","Female",829
50886,"Sylvania",23,65,"City","Male",744
5195,"Sylvania",21,65,"Rural","Male",252
62265,"Sylvania",73,61,"City","Male",910
51419,"Sylvania",36,65,"Rural","Female",176
11943,"Sylvania",37,63,"Rural","Male",282
179634,"Sylvania",19,62,"City","Male",827
46422,"Sylvania",42,66,"City","Female",768
29056,"Sylvania",80,67,"City","Female",929
10042,"Sylvania",28,64,"City","Female",-564
362226,"Sylvania",21,63,"City","Female",645
9610,"Freedonia",24,62,"Rural","Male",NA
129040,"Sylvania",22,68,"City","Male",698
5090,"Freedonia",47,65,"City","Female",NA
57201,"Freedonia",35,62,"Rural","Female",NA
5830,"Sylvania",34,70,"City","Female",646
33266,"Freedonia",30,66,"Rural","Male",NA
100863,"Sylvania",18,63,"City","Female",648
100948,"Freedonia",42,72,"City","Female",NA
28095,"Sylvania",22,63,"City","Male",747
32670,"Sylvania",21,67,"Rural","Male",354
30330,"Sylvania",21,64,"City","Male",786
29302,"Freedonia",18,68,"Rural","Male",NA
29249,"Sylvania",33,67,"City","Male",799
71983,"Sylvania",35,66,"City","Male",880
116117,"Freedonia",58,59,"Rural","Male",NA
8122,"Sylvania",91,68,"City","Female",955
565093,"Sylvania",44,67,"City","Male",840
13552,"Freedonia",30,61,"Rural","Female",NA
29670,"Sylvania",56,68,"City","Male",1015
43418,"Sylvania",59,59,"Rural","Male",324
35044,"Sylvania",22,68,"Rural","Female",186
34557,"Sylvania",35,67,"City","Male",973
16106,"Sylvania",44,64,"City","Female",802
45854,"Sylvania",24,71,"City","Male",742
35472,"Freedonia",28,64,"Rural","Male",NA
11424,"Sylvania",29,64,"City","Male",863
121777,"Sylvania",48,70,"Rural","Male",421
37759,"Sylvania",36,61,"City","Male",735
16016,"Sylvania",52,60,"City","Female",702
3061,"Sylvania",28,69,"City","Male",776
49982,"Sylvania",23,63,"City","Male",701
12710,"Sylvania",46,67,"Rural","Male",375
22791,"Freedonia",30,64,"Rural","Female",NA
43332,"Freedonia",40,67,"Rural","Female",NA
152524,"Sylvania",76,67,"City","Female",-852
152314,"Sylvania",37,71,"City","Female",-610
33151,"Sylvania",25,65,"Rural","Female",184
25166,"Sylvania",42,59,"City","Female",659
10332,"Freedonia",32,65,"Rural","Male",NA
31244,"Sylvania",49,67,"Rural","Male",444
592,"Sylvania",30,62,"Rural","Male",286
17631,"Sylvania",30,70,"City","Female",684
230371,"Sylvania",19,66,"City","Female",722
184471,"Sylvania",26,66,"Rural","Female",197
6378,"Freedonia",44,70,"Rural","Female",NA
70412,"Sylvania",37,65,"City","Male",821
4632,"Sylvania",29,61,"City","Male",910
21837,"Sylvania",64,67,"City","Female",748
84220,"Freedonia",65,59,"City","Male",NA
101458,"Freedonia",39,64,"Rural","Female",NA
22270,"Freedonia",18,67,"Rural","Male",NA
266043,"Sylvania",77,66,"Rural","Female",286
70832,"Sylvania",23,67,"City","Male",684
119963,"Sylvania",40,60,"City","Female",788
67305,"Freedonia",23,58,"Rural","Male",NA
66376,"Sylvania",96,70,"City","Male",924
86763,"Freedonia",30,62,"Rural","Female",NA
15773,"Sylvania",50,63,"City","Female",677
2995,"Sylvania",38,65,"Rural","Male",334
234644,"Sylvania",28,62,"City","Female",-488
15994,"Sylvania",48,64,"City","Male",1007
19303,"Sylvania",29,66,"City","Male",733
1227106,"Sylvania",21,66,"City","Female",584
28353,"Sylvania",39,60,"Rural","Male",303
34056,"Sylvania",37,64,"Rural","Female",209
9191,"Sylvania",22,63,"City","Female",702
10264,"Sylvania",32,67,"City","Male",806
146867,"Sylvania",42,65,"City","Male",826
588263,"Sylvania",40,63,"City","Male",772
115739,"Sylvania",40,66,"City","Female",-598
69570,"Sylvania",33,66,"City","Female",701
23427,"Freedonia",85,63,"Rural","Male",NA
6841,"Sylvania",47,62,"Rural","Male",269
17820,"Sylvania",18,67,"City","Male",782
14311,"Sylvania",51,64,"City","Male",843
11461,"Sylvania",55,64,"City","Female",823
215335,"Sylvania",42,61,"City","Male",738
127470,"Sylvania",38,71,"City","Male",977
4111,"Sylvania",51,65,"City","Female",695
189255,"Sylvania",35,68,"City","Female",669
23464,"Sylvania",50,69,"City","Male",894
52065,"Sylvania",19,58,"City","Female",-549
8546,"Sylvania",19,65,"City","Female",643
19172,"Sylvania",18,71,"City","Male",766
374997,"Sylvania",18,68,"City","Male",618
36757,"Freedonia",59,66,"City","Male",NA
34310,"Sylvania",19,64,"Rural","Female",220
399035,"Freedonia",78,60,"Rural","Male",NA
34605,"Sylvania",24,65,"City","Female",608
14871,"Freedonia",20,67,"Rural","Male",NA
103407,"Sylvania",51,68,"Rural","Male",359
5806,"Sylvania",22,64,"City","Female",610
771777,"Sylvania",33,65,"Rural","Male",245
588046,"Sylvania",27,65,"City","Male",766
34327,"Sylvania",48,67,"Rural","Male",327
4179,"Freedonia",29,69,"City","Female",NA
15160,"Sylvania",19,70,"City","Female",669
2703,"Sylvania",34,69,"City","Female",692
25572,"Sylvania",25,66,"Rural","Male",395
15108,"Sylvania",85,65,"City","Male",1131
65162,"Sylvania",62,65,"City","Male",808
4144,"Sylvania",31,66,"Rural","Male",270
42558,"Freedonia",22,63,"Rural","Female",NA
18818,"Sylvania",38,64,"City","Male",966
34981,"Sylvania",19,67,"City","Male",636
2427,"Freedonia",35,65,"Rural","Male",NA
11132,"Sylvania",79,62,"City","Female",793
3627,"Sylvania",57,64,"Rural","Female",227
59814,"Freedonia",44,65,"Rural","Male",NA
676468,"Sylvania",39,64,"City","Female",653
207594,"Sylvania",61,70,"City","Female",715
1503,"Freedonia",59,68,"Rural","Female",NA
62395,"Freedonia",28,59,"Rural","Male",NA
1079166,"Sylvania",38,71,"City","Male",830
1596,"Sylvania",70,62,"City","Male",901
295524,"Sylvania",21,65,"Rural","Female",217
301689,"Sylvania",19,61,"City","Male",806
9155,"Freedonia",20,67,"City","Male",NA
45399,"Sylvania",20,62,"City","Female",539
2074,"Freedonia",30,67,"City","Female",NA
21631,"Freedonia",44,62,"Rural","Male",NA
9461,"Sylvania",20,64,"City","Male",730
62179,"Freedonia",56,69,"Rural","Female",NA
11222,"Freedonia",41,61,"Rural","Male",NA
82837,"Sylvania",31,70,"City","Female",789
9596,"Sylvania",54,61,"City","Male",931
6156,"Sylvania",32,67,"City","Female",642
74173,"Sylvania",68,63,"City","Male",968
1988320,"Freedonia",22,67,"Rural","Female",NA
699516,"Freedonia",25,67,"Rural","Female",NA
15643,"Freedonia",25,69,"Rural","Male",NA
12927,"Freedonia",36,59,"Rural","Female",NA
17012,"Sylvania",44,66,"City","Male",926
181800,"Sylvania",78,67,"City","Male",1019
28072,"Freedonia",22,69,"Rural","Male",NA
400404,"Sylvania",38,65,"City","Female",703
80434,"Sylvania",23,69,"Rural","Male",332
121409,"Sylvania",22,65,"City","Female",678
13676,"Sylvania",19,67,"City","Male",707
61809,"Sylvania",36,71,"City","Male",791
10995,"Sylvania",37,65,"City","Female",716
20526,"Sylvania",45,63,"City","Male",-956
197640,"Sylvania",46,64,"City","Male",960
67684,"Freedonia",27,61,"Rural","Male",NA
260963,"Sylvania",66,62,"City","Male",944
6361,"Sylvania",38,65,"City","Male",821
31959,"Sylvania",43,61,"City","Male",873
5443,"Sylvania",26,61,"City","Female",657
236984,"Sylvania",28,62,"City","Female",661
28278,"Sylvania",24,67,"City","Male",729
66510,"Sylvania",22,69,"City","Female",723
167151,"Freedonia",30,70,"Rural","Male",NA
309062,"Sylvania",51,63,"Rural","Female",217
26443,"Sylvania",54,69,"City","Female",820
8472,"Freedonia",47,64,"Rural","Male",NA
244528,"Sylvania",31,67,"Rural","Female",226
4367,"Sylvania",20,66,"City","Female",638
15403,"Sylvania",28,69,"City","Male",916
60204,"Freedonia",29,66,"Rural","Male",NA
7577,"Sylvania",28,65,"Rural","Male",349
11633,"Sylvania",30,71,"City","Male",771
3328,"Sylvania",50,60,"Rural","Female",256
19134,"Sylvania",60,62,"Rural","Male",338
105969,"Sylvania",102,65,"City","Male",968
147952,"Freedonia",74,61,"Rural","Female",NA
1002692,"Sylvania",34,69,"Rural","Female",216
20403,"Sylvania",48,61,"City","Female",676
98245,"Sylvania",79,69,"Rural","Female",275
43261,"Freedonia",19,67,"Rural","Male",NA
8738,"Sylvania",51,63,"City","Female",727
12290,"Sylvania",57,68,"City","Female",733
64269,"Sylvania",23,67,"City","Male",844
16335,"Sylvania",53,64,"City","Male",892
262073,"Sylvania",34,68,"City","Female",759
23306,"Freedonia",34,66,"Rural","Female",NA
45493,"Sylvania",23,70,"Rural","Male",303
2924,"Sylvania",69,65,"Rural","Female",267
742958,"Sylvania",34,63,"City","Female",757
83992,"Freedonia",84,68,"Rural","Male",NA
21126,"Sylvania",27,64,"Rural","Female",201
68021,"Sylvania",30,63,"City","Male",699
186457,"Freedonia",34,67,"Rural","Female",NA
62430,"Freedonia",37,65,"Rural","Male",NA
93207,"Sylvania",22,65,"Rural","Male",282
4940,"Sylvania",40,67,"City","Male",942
20073,"Sylvania",38,64,"Rural","Female",267
25723,"Sylvania",21,68,"City","Male",843
29825,"Sylvania",24,62,"City","Male",692
35281,"Freedonia",38,66,"Rural","Male",NA
12592,"Freedonia",95,58,"Rural","Female",NA
6682,"Sylvania",81,69,"City","Female",856
556045,"Sylvania",35,65,"City","Female",702
7764,"Sylvania",24,61,"Rural","Male",355
16596,"Freedonia",75,62,"Rural","Female",NA
80236,"Sylvania",26,70,"City","Female",696
56341,"Sylvania",46,67,"City","Male",747
1900,"Freedonia",63,65,"City","Male",NA
46511,"Sylvania",21,67,"Rural","Male",-358
13376,"Sylvania",40,72,"City","Female",768
8512,"Freedonia",38,69,"City","Male",NA
114197,"Sylvania",32,65,"City","Male",824
57804,"Sylvania",35,62,"City","Male",890
5801,"Freedonia",62,61,"Rural","Male",NA
242435,"Freedonia",24,64,"Rural","Female",NA
50082,"Sylvania",47,60,"Rural","Female",278
157157,"Sylvania",24,61,"Rural","Female",245
33350,"Sylvania",24,64,"City","Female",679
1271202,"Freedonia",27,68,"Rural","Female",NA
20551,"Sylvania",25,62,"City","Female",692
15644,"Sylvania",66,63,"City","Male",999
23686,"Sylvania",26,61,"City","Female",603
411123,"Sylvania",36,62,"City","Female",564
3511,"Sylvania",35,69,"City","Male",845
4194,"Sylvania",40,67,"Rural","Male",286
12227,"Freedonia",21,69,"City","Female",NA
196405,"Sylvania",31,65,"City","Male",-757
153424,"Freedonia",44,59,"Rural","Male",NA
1972639,"Sylvania",61,63,"City","Female",819
175941,"Sylvania",31,66,"City","Female",691
3384,"Sylvania",50,60,"City","Male",1019
100314,"Sylvania",42,66,"City","Male",851
13380,"Sylvania",63,68,"City","Female",862
97433,"Sylvania",50,72,"City","Female",685
1038416,"Sylvania",26,64,"City","Male",906
161500,"Sylvania",48,65,"City","Female",786
17170,"Sylvania",55,70,"Rural","Male",426
23086,"Sylvania",57,66,"City","Male",886
7284,"Sylvania",55,65,"Rural","Female",213
660400,"Freedonia",31,63,"Rural","Female",NA
96028,"Sylvania",45,64,"City","Female",709
17365,"Freedonia",67,67,"Rural","Female",NA
44069,"Freedonia",90,67,"Rural","Female",NA
18792,"Freedonia",24,69,"Rural","Female",NA
367895,"Sylvania",56,65,"City","Male",877
15654,"Sylvania",38,63,"Rural","Female",216
28415,"Freedonia",26,66,"City","Female",NA
360061,"Freedonia",28,63,"City","Male",NA
236841,"Freedonia",24,62,"City","Female",NA
20559,"Sylvania",23,65,"City","Male",791
39274,"Sylvania",24,68,"City","Male",788
69284,"Sylvania",19,66,"City","Female",627
52936,"Sylvania",39,66,"City","Male",827
50096,"Sylvania",18,67,"City","Female",540
10866,"Sylvania",52,69,"City","Male",996
208840,"Sylvania",71,60,"City","Female",873
10550,"Sylvania",45,63,"City","Female",753
10312,"Sylvania",41,72,"City","Male",884
13552,"Sylvania",35,64,"City","Male",767
11887,"Sylvania",51,69,"Rural","Female",226
20902,"Sylvania",32,65,"Rural","Female",-242
4634,"Freedonia",32,68,"City","Male",NA
20803,"Sylvania",21,68,"City","Female",695
17539,"Freedonia",30,64,"City","Male",NA
105696,"Freedonia",34,69,"City","Male",NA
73713,"Sylvania",30,66,"City","Male",878
15656,"Freedonia",44,63,"Rural","Male",NA
13905,"Sylvania",59,70,"City","Male",983
221897,"Freedonia",37,62,"Rural","Male",NA
24964,"Sylvania",27,67,"City","Male",708
318297,"Sylvania",32,62,"City","Female",751
49391,"Sylvania",45,62,"City","Male",880
33385,"Sylvania",39,64,"City","Female",661
7036,"Sylvania",53,64,"City","Male",952
124629,"Freedonia",22,68,"Rural","Male",NA
46055,"Sylvania",29,68,"City","Male",707
27087,"Sylvania",37,64,"Rural","Female",254
14829,"Freedonia",28,73,"Rural","Male",NA
58629,"Freedonia",30,66,"Rural","Female",NA
17454,"Sylvania",19,65,"City","Male",897
247668,"Sylvania",28,63,"City","Female",686
1268,"Sylvania",22,63,"City","Male",779
14440,"Freedonia",23,62,"Rural","Female",NA
77462,"Sylvania",24,63,"City","Female",-730
20795,"Sylvania",42,65,"City","Male",892
