"TARGET","GENDER","MARRIAGE","CREDIT_LIMIT","AGE"
"PAID",1,1,160000,43
"PAID",1,1,180000,33
"PAID",1,2,70000,34
"PAID",1,2,50000,35
"NOT_PAID",1,2,90000,32
"NOT_PAID",1,2,210000,32
"PAID",1,1,210000,31
"PAID",1,1,360000,32
"PAID",1,2,280000,30
"PAID",1,2,160000,31
"PAID",1,1,2e+05,32
"PAID",1,2,50000,32
"NOT_PAID",1,1,4e+05,33
"PAID",1,2,210000,32
"PAID",1,2,440000,33
"PAID",1,1,380000,34
"PAID",1,2,120000,33
"NOT_PAID",1,1,110000,33
"NOT_PAID",1,1,110000,34
"PAID",1,1,360000,34
"NOT_PAID",1,3,2e+05,47
"NOT_PAID",1,2,2e+05,36
"PAID",1,2,50000,35
"PAID",1,1,4e+05,38
"PAID",1,2,150000,41
"PAID",1,1,430000,39
"PAID",1,1,170000,35
"PAID",1,1,3e+05,42
"PAID",1,2,5e+05,36
"PAID",1,1,230000,34
"PAID",1,1,50000,47
"NOT_PAID",1,2,50000,44
"PAID",1,2,220000,35
"PAID",1,1,5e+05,39
"PAID",1,1,350000,38
"PAID",1,1,2e+05,44
"PAID",1,2,30000,35
"PAID",1,1,180000,36
"PAID",1,1,50000,42
"PAID",1,1,80000,44
"PAID",1,1,270000,39
"PAID",1,1,310000,39
"NOT_PAID",1,1,450000,37
"NOT_PAID",1,1,210000,40
"PAID",1,1,3e+05,39
"PAID",1,1,60000,38
"PAID",1,2,360000,36
"PAID",1,1,280000,34
"NOT_PAID",1,1,150000,40
"PAID",1,1,260000,42
"PAID",1,2,150000,39
"PAID",1,2,180000,37
"PAID",1,1,120000,43
"PAID",1,1,2e+05,42
"PAID",1,2,130000,43
"PAID",1,1,50000,35
"PAID",1,1,430000,35
"NOT_PAID",1,2,30000,30
"NOT_PAID",1,2,60000,30
"PAID",1,2,180000,29
"PAID",1,2,360000,31
"PAID",1,2,60000,31
"PAID",1,2,1e+05,31
"PAID",1,2,80000,48
"PAID",1,2,240000,34
"PAID",1,2,40000,35
"PAID",1,2,80000,35
"NOT_PAID",1,1,120000,48
"PAID",1,1,280000,42
"PAID",1,1,210000,41
"PAID",1,2,70000,38
"NOT_PAID",1,2,160000,37
"PAID",1,1,260000,47
"NOT_PAID",1,2,1e+05,37
"NOT_PAID",1,2,80000,36
"PAID",1,1,140000,44
"PAID",1,2,1e+05,40
"PAID",1,1,50000,37
"PAID",1,2,20000,35
"PAID",1,1,240000,35
"PAID",1,1,90000,44
"PAID",1,1,420000,38
"PAID",1,2,5e+05,33
"PAID",1,2,350000,33
"PAID",1,1,50000,43
"PAID",1,2,80000,40
"PAID",1,1,2e+05,42
"PAID",1,1,240000,43
"PAID",1,2,30000,44
"PAID",1,0,50000,39
"PAID",1,1,290000,46
"PAID",1,1,20000,38
"PAID",1,1,330000,45
"NOT_PAID",1,2,10000,36
"PAID",1,1,370000,45
"PAID",1,2,80000,43
"PAID",1,1,340000,40
"NOT_PAID",1,1,5e+05,31
"PAID",1,1,460000,49
"NOT_PAID",1,2,50000,43
"PAID",1,1,160000,44
"NOT_PAID",1,1,80000,47
"PAID",1,2,210000,48
"PAID",1,1,30000,35
"NOT_PAID",1,2,30000,37
"PAID",1,1,410000,38
"NOT_PAID",1,2,260000,35
"PAID",1,1,50000,40
"PAID",1,1,360000,37
"PAID",1,1,50000,49
"PAID",1,1,220000,40
"NOT_PAID",1,2,30000,50
"NOT_PAID",1,2,230000,50
"PAID",1,1,20000,50
"PAID",1,1,5e+05,45
"PAID",1,2,50000,34
"PAID",1,1,440000,49
"PAID",1,1,140000,50
"PAID",1,1,480000,49
"NOT_PAID",1,2,20000,53
"PAID",1,1,170000,52
"PAID",1,1,260000,54
"NOT_PAID",1,2,140000,50
"PAID",1,1,1e+05,49
"PAID",1,1,220000,65
"PAID",1,1,160000,61
"PAID",1,1,20000,50
"NOT_PAID",1,1,210000,50
"PAID",1,1,60000,50
"NOT_PAID",1,1,190000,50
"PAID",1,2,5e+05,51
"PAID",1,2,20000,50
"PAID",1,1,460000,51
"PAID",1,1,460000,61
"PAID",1,1,3e+05,56
"PAID",1,1,490000,57
"PAID",1,1,90000,58
"NOT_PAID",1,1,70000,55
"NOT_PAID",1,1,20000,55
"PAID",1,1,20000,61
"NOT_PAID",1,2,10000,61
"PAID",1,1,420000,53
"PAID",1,1,2e+05,54
"PAID",1,2,5e+05,58
"PAID",1,1,150000,55
"PAID",1,2,50000,58
"PAID",1,1,180000,63
"PAID",1,2,20000,52
"NOT_PAID",1,1,150000,52
"PAID",1,1,50000,60
"PAID",1,1,130000,54
"PAID",1,2,370000,52
"NOT_PAID",1,1,360000,58
"NOT_PAID",1,1,1e+05,54
"PAID",1,2,50000,54
"NOT_PAID",1,2,2e+05,61
"PAID",1,1,4e+05,53
"PAID",1,1,20000,56
"NOT_PAID",1,1,5e+05,55
"NOT_PAID",1,2,20000,49
"PAID",1,1,240000,50
"PAID",1,2,210000,52
"PAID",1,2,130000,54
"PAID",1,2,130000,49
"NOT_PAID",1,1,360000,49
"PAID",1,2,50000,55
"PAID",1,1,5e+05,54
"PAID",1,2,130000,54
"NOT_PAID",1,2,20000,55
"PAID",1,1,480000,50
"PAID",1,1,240000,50
"PAID",1,1,60000,51
"NOT_PAID",1,1,450000,61
"PAID",1,1,350000,65
"NOT_PAID",1,1,130000,48
"PAID",1,1,240000,48
"PAID",1,2,50000,54
"PAID",1,2,60000,53
"PAID",1,2,20000,50
"PAID",1,1,30000,48
"PAID",1,1,4e+05,48
"PAID",1,1,4e+05,50
"PAID",1,1,2e+05,48
"PAID",1,1,260000,50
"PAID",1,1,30000,59
"NOT_PAID",1,1,30000,52
"PAID",1,1,270000,54
"PAID",1,1,260000,48
"PAID",1,1,210000,47
"PAID",1,1,5e+05,51
"NOT_PAID",1,1,50000,49
"PAID",1,1,160000,53
"PAID",1,1,550000,53
"PAID",1,1,330000,54
"NOT_PAID",1,1,280000,60
"PAID",1,1,4e+05,66
"PAID",1,1,3e+05,55
"PAID",1,1,20000,56
"PAID",1,1,280000,39
"PAID",1,2,4e+05,63
"PAID",1,1,230000,58
"NOT_PAID",1,2,20000,53
"NOT_PAID",1,1,50000,55
"PAID",1,1,480000,66
"PAID",1,1,360000,50
"PAID",1,1,110000,51
"PAID",1,1,150000,51
"NOT_PAID",1,1,50000,54
"PAID",1,1,2e+05,54
"PAID",1,1,110000,49
"PAID",1,1,1e+05,55
"PAID",1,2,20000,50
"PAID",1,1,30000,50
"PAID",1,1,230000,60
"NOT_PAID",1,1,50000,50
"PAID",1,2,30000,53
"PAID",1,1,50000,55
"PAID",1,1,130000,51
"PAID",1,1,50000,57
"NOT_PAID",1,1,360000,58
"PAID",1,1,50000,56
"NOT_PAID",1,1,150000,54
"PAID",1,1,240000,56
"PAID",1,1,5e+05,51
"PAID",1,1,170000,61
"PAID",1,1,350000,50
"NOT_PAID",1,1,160000,51
"PAID",1,1,220000,50
"PAID",1,1,5e+05,53
"PAID",1,1,460000,51
"PAID",1,1,50000,50
"PAID",1,1,740000,50
"PAID",1,1,50000,50
"PAID",1,1,290000,51
"PAID",1,2,320000,57
"PAID",1,1,420000,52
"PAID",1,1,5e+05,50
"PAID",1,1,450000,52
"PAID",1,1,120000,54
"PAID",1,1,80000,56
"PAID",1,1,250000,56
"NOT_PAID",1,1,180000,75
"PAID",1,2,260000,52
"PAID",1,1,20000,52
"PAID",1,1,220000,63
"PAID",1,1,90000,61
"PAID",1,1,210000,75
"PAID",1,1,3e+05,72
"NOT_PAID",1,1,30000,56
"PAID",1,1,90000,55
"NOT_PAID",1,1,3e+05,56
"NOT_PAID",1,1,5e+05,54
"PAID",2,2,170000,37
"PAID",2,2,150000,28
"PAID",2,2,360000,25
"PAID",2,1,70000,46
"PAID",2,1,350000,33
"PAID",2,1,50000,27
"NOT_PAID",2,1,50000,27
"NOT_PAID",2,2,70000,26
"PAID",2,1,30000,24
"PAID",2,1,30000,23
"PAID",2,1,260000,37
"NOT_PAID",2,2,30000,22
"PAID",2,1,240000,34
"NOT_PAID",2,2,80000,29
"PAID",2,2,40000,27
"NOT_PAID",2,2,130000,30
"PAID",2,2,60000,41
"PAID",2,2,250000,28
"PAID",2,2,60000,25
"PAID",2,2,390000,27
"PAID",2,2,110000,29
"PAID",2,2,30000,22
"PAID",2,2,50000,23
"PAID",2,2,10000,21
"PAID",2,2,50000,22
"PAID",2,2,80000,22
"PAID",2,1,30000,21
"NOT_PAID",2,2,30000,21
"PAID",2,1,50000,22
"PAID",2,2,50000,22
"PAID",2,1,50000,22
"PAID",2,2,10000,22
"PAID",2,2,50000,23
"PAID",2,2,50000,23
"PAID",2,2,10000,22
"NOT_PAID",2,2,10000,21
"PAID",2,2,70000,22
"PAID",2,2,20000,22
"PAID",2,2,30000,22
"PAID",2,2,30000,22
"PAID",2,2,50000,23
"PAID",2,1,1e+05,22
"PAID",2,2,30000,23
"NOT_PAID",2,2,20000,22
"NOT_PAID",2,2,50000,23
"PAID",2,1,30000,25
"NOT_PAID",2,2,30000,23
"PAID",2,2,30000,23
"PAID",2,2,20000,23
"NOT_PAID",2,2,30000,23
"PAID",2,2,50000,23
"PAID",2,1,80000,23
"PAID",2,2,30000,24
"PAID",2,2,10000,22
"NOT_PAID",2,2,30000,23
"PAID",2,2,20000,24
"PAID",2,1,30000,22
"PAID",2,2,120000,23
"PAID",2,1,30000,23
"PAID",2,2,110000,23
"PAID",2,2,30000,23
"PAID",2,2,80000,23
"PAID",2,2,20000,23
"PAID",2,1,170000,23
"PAID",2,2,120000,24
"PAID",2,2,30000,23
"PAID",2,2,50000,23
"PAID",2,1,2e+05,29
"NOT_PAID",2,2,30000,23
"PAID",2,2,90000,23
"PAID",2,2,50000,24
"PAID",2,2,50000,23
"PAID",2,2,150000,24
"PAID",2,2,10000,24
"NOT_PAID",2,2,130000,24
"PAID",2,2,70000,23
"PAID",2,2,40000,23
"PAID",2,2,2e+05,24
"PAID",2,2,110000,25
"PAID",2,2,80000,25
"PAID",2,2,90000,24
"PAID",2,2,30000,24
"PAID",2,2,20000,22
"PAID",2,2,30000,24
"NOT_PAID",2,2,230000,24
"PAID",2,2,50000,24
"NOT_PAID",2,2,80000,25
"PAID",2,2,130000,25
"NOT_PAID",2,2,150000,25
"PAID",2,1,80000,25
"PAID",2,2,140000,26
"PAID",2,2,150000,26
"PAID",2,2,50000,24
"PAID",2,2,80000,26
"PAID",2,2,130000,25
"PAID",2,2,40000,26
"NOT_PAID",2,2,140000,24
"PAID",2,2,30000,25
"PAID",2,2,5e+05,25
"PAID",2,2,270000,25
"PAID",2,2,60000,23
"PAID",2,2,120000,23
"PAID",2,2,130000,24
"PAID",2,2,30000,25
"PAID",2,2,290000,25
"NOT_PAID",2,2,30000,24
"PAID",2,2,50000,26
"NOT_PAID",2,2,210000,25
"NOT_PAID",2,2,30000,23
"PAID",2,2,60000,23
"NOT_PAID",2,1,50000,23
"PAID",2,2,80000,23
"NOT_PAID",2,2,50000,24
"PAID",2,2,90000,23
"NOT_PAID",2,2,50000,23
"NOT_PAID",2,2,50000,23
"PAID",2,2,20000,23
"PAID",2,2,150000,23
"PAID",2,2,110000,24
"PAID",2,2,140000,24
"PAID",2,2,30000,25
"PAID",2,1,120000,25
"PAID",2,2,80000,25
"PAID",2,2,80000,26
"PAID",2,2,80000,25
"PAID",2,1,50000,25
"PAID",2,2,30000,22
"PAID",2,2,80000,22
"NOT_PAID",2,2,30000,23
"PAID",2,2,50000,23
"PAID",2,2,170000,27
"NOT_PAID",2,2,80000,27
"PAID",2,2,210000,26
"PAID",2,2,160000,26
"PAID",2,2,150000,26
"PAID",2,2,70000,24
"PAID",2,1,60000,23
"PAID",2,2,50000,22
"NOT_PAID",2,2,140000,26
"PAID",2,1,80000,26
"PAID",2,1,80000,26
"PAID",2,2,60000,26
"PAID",2,2,2e+05,27
"PAID",2,2,1e+05,27
"PAID",2,2,1e+05,26
"NOT_PAID",2,2,80000,26
"PAID",2,2,70000,22
"PAID",2,2,80000,24
"PAID",2,2,60000,24
"PAID",2,2,80000,24
"PAID",2,1,50000,24
"NOT_PAID",2,2,80000,24
"PAID",2,2,30000,23
"PAID",2,2,50000,25
"PAID",2,2,80000,25
"PAID",2,1,20000,21
"PAID",2,1,80000,25
"PAID",2,2,1e+05,25
"NOT_PAID",2,2,30000,25
"PAID",2,2,2e+05,25
"NOT_PAID",2,2,60000,25
"PAID",2,0,170000,24
"NOT_PAID",2,2,20000,24
"PAID",2,2,230000,25
"PAID",2,2,50000,25
"NOT_PAID",2,2,90000,25
"PAID",2,2,70000,25
"PAID",2,2,50000,25
"PAID",2,2,120000,26
"NOT_PAID",2,2,50000,26
"PAID",2,2,380000,27
"NOT_PAID",2,2,140000,27
"PAID",2,2,2e+05,27
"PAID",2,2,60000,26
"PAID",2,2,80000,25
"PAID",2,2,270000,28
"PAID",2,2,150000,28
"PAID",2,2,260000,27
"PAID",2,1,2e+05,27
"PAID",2,2,90000,27
"PAID",2,1,2e+05,29
"PAID",2,2,2e+05,29
"NOT_PAID",2,2,30000,25
"PAID",2,2,180000,27
"PAID",2,1,30000,28
"PAID",2,2,520000,28
"PAID",2,2,80000,28
"PAID",2,1,120000,28
"PAID",2,2,360000,27
"PAID",2,2,50000,27
"PAID",2,2,2e+05,27
"NOT_PAID",2,2,30000,24
"PAID",2,2,50000,24
"PAID",2,2,80000,25
"PAID",2,2,50000,25
"PAID",2,2,120000,26
"PAID",2,2,210000,27
"PAID",2,2,80000,22
"PAID",2,2,50000,25
"PAID",2,2,3e+05,25
"PAID",2,2,1e+05,26
"NOT_PAID",2,2,80000,26
"PAID",2,2,130000,26
"PAID",2,2,80000,27
"NOT_PAID",2,2,160000,27
"PAID",2,2,130000,27
"PAID",2,1,30000,23
"PAID",2,2,50000,23
"PAID",2,2,20000,22
"PAID",2,2,140000,23
"PAID",2,2,180000,25
"PAID",2,2,4e+05,26
"PAID",2,2,260000,26
"PAID",2,2,260000,26
"PAID",2,1,180000,26
"PAID",2,2,160000,27
"PAID",2,2,20000,25
"PAID",2,1,30000,25
"PAID",2,1,250000,25
"PAID",2,2,80000,25
"PAID",2,2,90000,24
"PAID",2,2,50000,28
"PAID",2,2,210000,27
"PAID",2,2,2e+05,27
"PAID",2,2,320000,28
"PAID",2,1,2e+05,32
"NOT_PAID",2,1,80000,27
"PAID",2,2,140000,26
"PAID",2,2,80000,27
"PAID",2,2,2e+05,29
"NOT_PAID",2,2,230000,30
"PAID",2,2,230000,28
"PAID",2,1,20000,26
"PAID",2,1,90000,27
"NOT_PAID",2,1,130000,26
"PAID",2,2,320000,29
"PAID",2,2,30000,29
"NOT_PAID",2,2,240000,29
"PAID",2,2,360000,29
"PAID",2,2,30000,28
"NOT_PAID",2,2,240000,28
"PAID",2,2,320000,28
"PAID",2,2,410000,28
"PAID",2,2,220000,29
"PAID",2,2,240000,26
"PAID",2,2,2e+05,26
"PAID",2,2,80000,25
"PAID",2,2,20000,25
"PAID",2,2,20000,24
"PAID",2,2,3e+05,26
"PAID",2,2,340000,26
"PAID",2,2,3e+05,27
"PAID",2,2,350000,26
"NOT_PAID",2,2,20000,24
"PAID",2,2,90000,24
"NOT_PAID",2,1,80000,27
"PAID",2,1,20000,28
"PAID",2,2,240000,28
"NOT_PAID",2,2,150000,27
"NOT_PAID",2,2,1e+05,27
"PAID",2,1,150000,24
"PAID",2,2,50000,27
"PAID",2,2,260000,27
"PAID",2,2,140000,27
"PAID",2,2,30000,24
"PAID",2,2,90000,23
"NOT_PAID",2,1,50000,23
"PAID",2,2,230000,31
"NOT_PAID",2,1,70000,30
"PAID",2,2,3e+05,30
"PAID",2,2,3e+05,27
"NOT_PAID",2,2,110000,29
"PAID",2,2,30000,27
"NOT_PAID",2,2,20000,27
"PAID",2,2,30000,22
"PAID",2,2,350000,31
"PAID",2,2,2e+05,30
"PAID",2,2,2e+05,31
"PAID",2,1,50000,26
"NOT_PAID",2,2,1e+05,26
"PAID",2,2,140000,26
"PAID",2,2,50000,22
"PAID",2,2,50000,22
"PAID",2,2,160000,27
"PAID",2,2,170000,28
"PAID",2,2,160000,28
"PAID",2,2,1e+05,28
"PAID",2,2,1e+05,29
"NOT_PAID",2,2,2e+05,23
"PAID",2,2,360000,27
"PAID",2,2,160000,27
"PAID",2,2,5e+05,30
"PAID",2,2,50000,30
"PAID",2,2,90000,25
"PAID",2,2,3e+05,25
"NOT_PAID",2,2,120000,28
"NOT_PAID",2,2,3e+05,28
"PAID",2,2,5e+05,28
"PAID",2,1,50000,28
"PAID",2,1,20000,26
"PAID",2,2,240000,27
"PAID",2,2,210000,27
"PAID",2,1,50000,24
"PAID",2,2,50000,25
"PAID",2,2,60000,25
"PAID",2,2,310000,28
"NOT_PAID",2,2,140000,28
"PAID",2,1,320000,27
"PAID",2,1,90000,27
"PAID",2,1,280000,27
"NOT_PAID",2,1,80000,25
"PAID",2,2,170000,25
"NOT_PAID",2,1,240000,30
"NOT_PAID",2,1,30000,23
"PAID",2,2,120000,24
"PAID",2,2,50000,23
"PAID",2,2,10000,23
"PAID",2,2,80000,24
"PAID",2,2,170000,28
"NOT_PAID",2,2,360000,28
"NOT_PAID",2,1,110000,33
"PAID",2,1,210000,34
"PAID",2,1,150000,34
"PAID",2,1,2e+05,34
"NOT_PAID",2,2,140000,26
"NOT_PAID",2,2,80000,27
"PAID",2,1,240000,24
"PAID",2,1,50000,29
"PAID",2,2,80000,28
"PAID",2,1,70000,24
"PAID",2,2,50000,24
"PAID",2,2,180000,28
"PAID",2,2,110000,29
"NOT_PAID",2,1,3e+05,29
"PAID",2,2,210000,29
"PAID",2,2,2e+05,29
"NOT_PAID",2,1,1e+05,28
"NOT_PAID",2,2,70000,31
"PAID",2,2,250000,31
"PAID",2,2,6e+05,31
"PAID",2,1,320000,31
"PAID",2,2,180000,31
"PAID",2,2,110000,27
"PAID",2,2,20000,22
"PAID",2,2,60000,22
"PAID",2,2,320000,30
"PAID",2,2,320000,29
"PAID",2,2,110000,29
"PAID",2,2,80000,28
"PAID",2,2,5e+05,29
"PAID",2,2,190000,31
"PAID",2,2,80000,27
"PAID",2,1,90000,29
"PAID",2,2,140000,29
"PAID",2,2,2e+05,31
"PAID",2,1,250000,31
"PAID",2,1,260000,32
"NOT_PAID",2,2,220000,28
"PAID",2,2,110000,29
"PAID",2,2,210000,27
"PAID",2,1,380000,30
"PAID",2,2,120000,26
"PAID",2,2,60000,25
"NOT_PAID",2,2,1e+05,24
"PAID",2,2,20000,24
"NOT_PAID",2,2,30000,25
"PAID",2,2,50000,26
"NOT_PAID",2,2,2e+05,26
"PAID",2,2,210000,25
"PAID",2,2,240000,25
"PAID",2,2,150000,33
"PAID",2,2,330000,34
"PAID",2,2,280000,34
"PAID",2,2,210000,33
"PAID",2,1,4e+05,34
"PAID",2,2,2e+05,33
"PAID",2,1,60000,32
"PAID",2,1,50000,34
"PAID",2,2,360000,31
"PAID",2,2,3e+05,31
"PAID",2,2,10000,33
"PAID",2,1,420000,32
"PAID",2,2,220000,32
"NOT_PAID",2,1,130000,34
"PAID",2,1,2e+05,34
"PAID",2,2,50000,33
"PAID",2,1,3e+05,33
"NOT_PAID",2,1,120000,44
"PAID",2,2,360000,35
"PAID",2,1,50000,35
"PAID",2,2,230000,37
"PAID",2,1,50000,37
"PAID",2,1,30000,38
"NOT_PAID",2,1,150000,45
"PAID",2,1,70000,44
"PAID",2,2,320000,35
"NOT_PAID",2,1,330000,41
"PAID",2,1,120000,37
"PAID",2,1,360000,36
"PAID",2,1,30000,40
"PAID",2,2,150000,39
"NOT_PAID",2,2,30000,49
"PAID",2,1,150000,46
"PAID",2,1,470000,37
"PAID",2,1,410000,42
"NOT_PAID",2,2,390000,43
"PAID",2,1,320000,37
"PAID",2,2,450000,40
"PAID",2,2,70000,42
"PAID",2,1,50000,44
"PAID",2,1,1e+05,46
"PAID",2,2,110000,28
"PAID",2,2,280000,28
"PAID",2,2,5e+05,28
"PAID",2,2,360000,30
"PAID",2,1,180000,30
"PAID",2,2,480000,31
"PAID",2,1,450000,39
"PAID",2,2,80000,26
"PAID",2,2,290000,25
"PAID",2,2,5e+05,27
"PAID",2,1,2e+05,37
"NOT_PAID",2,1,130000,43
"PAID",2,2,360000,34
"PAID",2,1,3e+05,34
"NOT_PAID",2,2,70000,41
"PAID",2,1,80000,44
"NOT_PAID",2,2,30000,36
"PAID",2,2,280000,30
"PAID",1,2,210000,46
"PAID",2,1,80000,41
"PAID",2,2,260000,37
"NOT_PAID",2,1,120000,36
"PAID",2,2,150000,32
"PAID",2,1,180000,31
"PAID",2,1,140000,34
"PAID",2,1,370000,34
"NOT_PAID",2,1,30000,35
"PAID",2,2,160000,33
"NOT_PAID",2,3,60000,33
"NOT_PAID",2,1,230000,34
"PAID",2,1,80000,37
"PAID",2,1,360000,37
"NOT_PAID",2,1,130000,42
"PAID",2,2,5e+05,35
"PAID",2,1,360000,47
"PAID",2,1,120000,38
"PAID",2,2,150000,36
"PAID",2,1,120000,37
"PAID",2,3,190000,35
"PAID",2,1,230000,43
"PAID",2,3,50000,43
"PAID",2,2,20000,45
"PAID",2,1,1e+05,38
"PAID",2,3,2e+05,40
"PAID",2,2,160000,38
"PAID",2,2,160000,32
"NOT_PAID",2,1,50000,39
"PAID",2,2,1e+05,26
"PAID",2,1,420000,44
"PAID",2,1,5e+05,38
"NOT_PAID",2,1,360000,41
"PAID",2,2,190000,28
"PAID",2,2,120000,32
"PAID",2,1,3e+05,33
"PAID",2,2,50000,31
"PAID",2,2,290000,29
"PAID",2,2,240000,29
"PAID",2,1,120000,28
"PAID",2,2,150000,30
"PAID",2,2,270000,31
"PAID",2,2,310000,31
"NOT_PAID",2,1,20000,42
"PAID",2,2,70000,29
"PAID",2,1,290000,29
"PAID",2,2,120000,38
"PAID",2,1,140000,48
"PAID",2,1,220000,43
"PAID",2,2,240000,28
"PAID",2,1,320000,30
"NOT_PAID",2,1,50000,30
"PAID",2,1,1e+05,30
"NOT_PAID",2,2,70000,30
"PAID",2,2,230000,30
"PAID",2,2,120000,30
"PAID",2,2,350000,31
"NOT_PAID",2,2,70000,34
"PAID",2,1,50000,31
"PAID",2,2,150000,32
"PAID",2,1,410000,34
"PAID",2,2,410000,34
"PAID",2,2,4e+05,35
"PAID",2,1,50000,34
"PAID",2,1,390000,39
"PAID",2,2,360000,36
"PAID",2,1,30000,36
"PAID",2,2,3e+05,42
"PAID",2,1,170000,44
"NOT_PAID",2,2,40000,44
"PAID",2,2,430000,38
"NOT_PAID",2,1,130000,47
"PAID",2,1,450000,42
"PAID",2,2,90000,29
"PAID",2,1,190000,43
"PAID",2,2,210000,38
"NOT_PAID",2,1,20000,43
"PAID",2,1,2e+05,36
"PAID",2,2,160000,29
"PAID",2,2,220000,30
"PAID",2,2,230000,31
"PAID",2,2,290000,32
"PAID",2,2,360000,33
"PAID",2,1,160000,33
"PAID",2,1,240000,34
"PAID",2,1,260000,35
"PAID",2,1,1e+05,34
"PAID",2,1,70000,42
"PAID",2,2,170000,25
"PAID",2,2,40000,26
"PAID",2,1,80000,47
"PAID",2,2,30000,25
"NOT_PAID",2,2,140000,25
"PAID",2,1,230000,27
"PAID",2,1,2e+05,39
"PAID",2,1,4e+05,35
"PAID",2,1,170000,38
"PAID",2,1,270000,43
"PAID",2,1,30000,39
"PAID",2,2,2e+05,46
"PAID",2,2,280000,31
"PAID",2,2,420000,32
"NOT_PAID",2,1,30000,43
"PAID",2,1,180000,41
"PAID",2,1,290000,31
"PAID",2,2,20000,32
"PAID",2,1,5e+05,38
"PAID",2,1,340000,42
"PAID",2,1,270000,39
"PAID",2,1,150000,41
"PAID",2,2,40000,33
"PAID",2,2,360000,34
"PAID",2,1,5e+05,34
"PAID",2,2,280000,47
"PAID",2,2,50000,43
"NOT_PAID",2,2,330000,42
"PAID",2,2,360000,46
"PAID",2,1,340000,40
"PAID",2,2,5e+05,26
"PAID",2,2,270000,34
"PAID",2,1,120000,40
"PAID",2,1,140000,39
"PAID",2,2,2e+05,27
"PAID",2,1,50000,45
"PAID",2,2,220000,28
"PAID",2,2,80000,43
"PAID",2,0,2e+05,45
"PAID",2,2,20000,29
"NOT_PAID",2,2,260000,29
"PAID",2,2,430000,29
"PAID",2,1,360000,39
"PAID",2,2,5e+05,30
"PAID",2,1,50000,45
"PAID",2,1,50000,47
"PAID",2,2,360000,35
"PAID",2,2,10000,36
"PAID",2,2,220000,32
"NOT_PAID",2,2,110000,33
"PAID",2,2,290000,34
"PAID",2,1,110000,35
"PAID",2,2,120000,40
"PAID",2,1,140000,46
"PAID",2,1,5e+05,38
"PAID",2,1,360000,45
"NOT_PAID",2,1,280000,44
"NOT_PAID",2,2,220000,38
"PAID",2,1,210000,30
"PAID",2,2,170000,38
"PAID",2,2,50000,23
"NOT_PAID",2,1,3e+05,34
"NOT_PAID",2,2,160000,30
"NOT_PAID",2,2,320000,26
"PAID",2,1,280000,37
"PAID",2,2,290000,31
"PAID",2,2,20000,41
"PAID",2,1,80000,37
"PAID",2,1,2e+05,47
"PAID",2,2,270000,29
"PAID",2,1,2e+05,46
"PAID",2,1,130000,39
"NOT_PAID",2,2,30000,35
"PAID",2,1,60000,29
"NOT_PAID",2,2,180000,34
"NOT_PAID",2,1,90000,45
"PAID",2,1,430000,43
"NOT_PAID",2,1,30000,37
"NOT_PAID",2,2,190000,40
"NOT_PAID",2,2,240000,31
"PAID",2,1,240000,33
"PAID",2,1,240000,38
"PAID",2,1,160000,41
"PAID",2,1,110000,28
"PAID",2,2,360000,30
"NOT_PAID",2,1,130000,43
"NOT_PAID",2,1,30000,38
"PAID",2,2,370000,30
"PAID",2,2,120000,31
"PAID",2,2,1e+05,31
"PAID",2,2,80000,33
"PAID",2,1,120000,30
"PAID",2,1,290000,33
"PAID",2,2,150000,35
"PAID",2,1,270000,28
"PAID",2,2,20000,29
"NOT_PAID",2,1,360000,31
"PAID",2,2,320000,30
"PAID",2,1,260000,31
"NOT_PAID",2,1,320000,38
"PAID",2,2,360000,32
"PAID",2,2,190000,40
"PAID",2,1,330000,31
"NOT_PAID",2,1,90000,33
"PAID",2,1,240000,41
"PAID",2,2,280000,30
"PAID",2,2,360000,31
"NOT_PAID",2,1,350000,33
"PAID",2,1,420000,33
"PAID",2,2,280000,42
"PAID",2,1,70000,44
"PAID",2,2,140000,32
"PAID",2,2,60000,31
"PAID",2,1,110000,33
"PAID",2,1,3e+05,46
"PAID",2,2,80000,41
"PAID",2,1,2e+05,32
"PAID",2,2,450000,42
"PAID",2,2,140000,43
"PAID",2,2,150000,37
"PAID",2,1,80000,31
"PAID",2,1,2e+05,35
"NOT_PAID",2,1,360000,44
"PAID",2,1,160000,37
"PAID",2,2,2e+05,33
"PAID",2,1,150000,35
"PAID",2,2,50000,38
"PAID",2,1,360000,45
"PAID",2,1,5e+05,32
"PAID",2,1,220000,31
"PAID",2,2,220000,37
"PAID",2,1,80000,45
"PAID",2,2,2e+05,38
"NOT_PAID",2,2,1e+05,38
"NOT_PAID",2,1,260000,32
"PAID",2,2,3e+05,37
"PAID",2,1,160000,44
"PAID",2,2,50000,35
"PAID",2,2,150000,38
"PAID",2,2,70000,27
"PAID",2,2,80000,27
"PAID",2,2,1e+05,28
"PAID",2,2,150000,30
"PAID",2,3,340000,35
"PAID",2,1,210000,39
"PAID",2,2,240000,28
"PAID",2,2,250000,35
"PAID",2,1,2e+05,38
"PAID",2,1,50000,36
"PAID",2,2,450000,35
"PAID",2,1,2e+05,38
"NOT_PAID",2,1,350000,47
"PAID",2,2,2e+05,45
"NOT_PAID",2,1,530000,44
"PAID",2,1,60000,45
"PAID",2,2,280000,30
"PAID",2,1,210000,34
"NOT_PAID",2,2,210000,34
