destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Accepted,ageActual
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,NA,4~8,1~3,1~3,4~8,4~8,1,1,0,0,1,0,25
Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,NA,4~8,1~3,1~3,4~8,4~8,1,1,0,1,0,1,25
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,NA,4~8,1~3,1~3,4~8,4~8,1,1,0,1,0,1,28
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,NA,4~8,1~3,1~3,4~8,4~8,1,0,0,1,0,1,26
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,NA,4~8,1~3,1~3,4~8,4~8,1,0,0,0,1,1,25
Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,NA,4~8,1~3,1~3,4~8,4~8,1,1,1,0,1,0,29
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,NA,4~8,1~3,1~3,4~8,4~8,1,1,0,1,0,1,29
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,0,1,1,31
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,0,1,1,31
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,0,1,0,29
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,0,1,1,29
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,0,0,0,1,0,34
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,0,0,0,1,0,30
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,0,0,0,1,1,29
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,0,0,0,1,0,30
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,0,1,0,32
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,1,0,0,28
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,0,1,0,30
Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,0,1,1,29
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,0,0,0,1,1,27
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,0,0,1,0,1,29
Home,Alone,Rainy,55,6PM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,1,0,1,0,32
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,1,0,1,0,29
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,0,1,0,31
Work,Alone,Sunny,30,7AM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,1,0,0,32
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,1,0,0,30
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,0,0,1,0,1,27
Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,1,0,1,0,29
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,NA,less1,4~8,4~8,gt8,1~3,1,1,0,1,0,1,28
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,NA,never,never,less1,less1,less1,1,0,0,0,1,0,26
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,NA,never,never,less1,less1,less1,1,0,0,0,1,0,26
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,NA,never,never,less1,less1,less1,1,1,0,0,1,0,24
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,NA,never,never,less1,less1,less1,1,1,0,1,0,0,26
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,NA,never,never,less1,less1,less1,1,1,0,0,1,0,26
Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,NA,never,never,less1,less1,less1,1,1,0,0,1,0,27
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,0,1,0,29
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,0,1,1,29
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,0,1,1,30
No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,0,1,0,32
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,0,1,1,27
No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,0,1,0,29
No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,0,1,1,32
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,0,1,1,28
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,0,0,0,1,0,33
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,0,0,0,1,1,31
Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,0,0,1,0,0,32
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,0,0,0,1,1,33
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,0,0,1,0,1,28
Home,Alone,Rainy,55,6PM,Bar,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,1,0,1,0,27
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,1,0,1,0,27
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,0,1,1,33
Work,Alone,Sunny,30,7AM,Bar,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,1,0,0,30
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,1,0,0,33
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,0,0,1,0,1,30
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,0,0,0,1,1,31
Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,1,0,1,0,31
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,NA,less1,less1,4~8,gt8,gt8,1,1,0,1,0,1,28
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,0,1,0,19
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,0,1,0,20
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,0,1,1,21
No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,0,1,1,23
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,0,1,1,20
No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,0,1,0,20
No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,0,1,1,19
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,0,1,0,21
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,0,0,0,1,0,23
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,0,0,0,1,1,20
Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,0,0,1,0,0,22
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,0,0,0,1,1,19
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,0,0,1,0,1,22
Home,Alone,Rainy,55,6PM,Bar,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,1,0,1,0,20
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,1,0,1,1,21
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,0,1,0,24
Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,1,0,0,20
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,1,0,1,22
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,0,0,1,0,0,17
Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,0,0,0,1,1,21
Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,1,0,1,0,23
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,NA,never,never,gt8,less1,less1,1,1,0,1,0,1,19
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,0,0,1,1,22
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,0,0,1,1,20
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,0,0,1,1,21
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,0,0,1,0,19
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,0,0,0,1,0,19
No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,0,0,0,1,1,21
No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,0,0,0,1,1,19
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,0,0,0,1,1,24
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,0,0,0,1,1,19
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,0,0,1,0,1,21
Home,Alone,Rainy,55,6PM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,1,0,1,0,19
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,1,0,1,0,22
Home,Partner,Sunny,55,10PM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,1,0,1,0,23
Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,0,0,1,0,0,19
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,0,0,1,0,21
Home,Partner,Rainy,55,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,0,0,1,0,0,21
Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,0,1,0,0,25
Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,0,0,1,1,22
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,0,1,0,1,22
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,0,0,1,0,0,24
Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,1,0,1,0,21
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,NA,less1,1~3,4~8,4~8,1~3,1,1,0,1,0,1,24
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,0,1,0,26
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,0,1,0,24
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,0,1,1,27
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,0,1,0,25
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,0,0,0,1,0,25
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,0,0,0,1,0,25
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,0,0,0,1,0,28
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,0,0,0,1,0,25
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,0,1,0,24
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,1,0,1,26
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,0,1,1,26
Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,0,1,0,28
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,0,0,0,1,0,25
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,0,0,1,0,1,25
Home,Alone,Rainy,55,6PM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,1,0,1,0,30
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,1,0,1,0,29
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,0,1,0,27
Work,Alone,Sunny,30,7AM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,1,0,0,28
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,1,0,0,27
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,0,0,1,0,0,25
Work,Alone,Rainy,55,7AM,Bar,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,1,0,1,0,25
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,NA,never,never,1~3,less1,never,1,1,0,1,0,0,22
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,1,0,0,1,0,24
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,1,0,0,1,1,27
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,1,0,0,1,1,25
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,0,0,0,1,1,25
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,0,0,0,1,1,26
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,1,0,0,1,1,27
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,0,0,0,1,1,26
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,0,0,1,0,1,27
Home,Alone,Rainy,55,6PM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,1,1,0,1,1,23
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,1,1,0,1,0,30
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,1,0,0,1,0,25
Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,1,0,1,0,1,22
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,1,0,1,0,0,25
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Management,$12500 - $24999,NA,1~3,4~8,1~3,1~3,NA,1,0,0,1,0,1,28
