Limit_Bal,Education,Marriage,Age,Pay_0,Bill_Amt1,Pay_Amt1,Payment,Card
50000,University,married,30,Delay4,49926,0,Missed,Gold
170000,University,single,30,unknown,352,14547,Paid,Gold
50000,High school,single,30,Delay0,43702,2000,Paid,Gold
90000,Graduate school,single,29,Delay0,47585,1782,Paid,Gold
200000,University,single,29,Delay0,69182,3000,Paid,Gold
20000,University,single,32,Delay0,18472,2000,Paid,Gold
280000,High school,married,32,Delay0,158798,6000,Missed,Gold
200000,High school,married,33,ontime,5868,8697,Paid,Gold
50000,University,single,32,Delay0,50240,6000,Missed,Gold
100000,Graduate school,single,32,Delay0,13565,1000,Paid,Gold
120000,University,married,32,ontime,1166,2000,Paid,Gold
30000,High school,single,32,Delay0,5981,1500,Paid,Gold
160000,University,single,32,Delay0,38254,1907,Paid,Gold
360000,Graduate school,single,29,ontime,6902,141,Paid,Gold
200000,University,single,33,ontime,18044,390,Missed,Gold
220000,Graduate school,single,29,Delay0,26012,1410,Paid,Gold
80000,Graduate school,single,30,ontime,5504,1004,Paid,Gold
160000,Graduate school,married,30,ontime,16754,40453,Paid,Gold
260000,University,single,30,Delay0,4640,1500,Paid,Gold
120000,University,single,31,Delay0,120619,5326,Paid,Gold
80000,University,single,30,Delay0,53627,33000,Paid,Gold
20000,Graduate school,single,30,ontime,82812,2697,Paid,Gold
100000,High school,single,30,Delay0,92218,3435,Paid,Gold
50000,University,single,31,Delay0,10426,4231,Paid,Gold
50000,University,single,29,Delay0,30900,0,Paid,Gold
260000,Graduate school,married,37,Delay0,163553,32000,Missed,Gold
50000,University,married,38,Delay0,16486,1592,Paid,Gold
190000,University,single,28,Delay0,359280,10367,Paid,Gold
200000,Graduate school,single,33,Delay0,48950,2374,Paid,Gold
140000,University,married,48,Delay0,131959,4153,Paid,Gold
130000,Graduate school,married,42,ontime,390,0,Missed,Gold
50000,High school,married,26,Delay1,14655,1600,Missed,Gold
100000,University,single,31,Delay1,36204,2100,Paid,Gold
200000,High school,single,37,Delay0,103715,3942,Paid,Gold
10000,High school,single,23,Delay0,7787,1299,Paid,Gold
20000,University,single,24,Delay0,15408,2000,Paid,Gold
20000,University,single,25,Delay0,5347,5006,Paid,Gold
30000,University,married,22,Delay1,25147,4311,Missed,Gold
30000,University,married,27,Delay4,10846,0,Missed,Gold
310000,University,single,30,Delay0,253549,10400,Paid,Gold
50000,University,single,31,Delay0,49024,1813,Missed,Gold
320000,other,married,47,Delay0,8748,1285,Paid,Gold
160000,University,married,45,Delay0,155842,6139,Missed,Gold
50000,High school,single,31,Delay0,45194,1500,Paid,Gold
20000,University,married,31,Delay0,3769,1239,Missed,Gold
330000,University,married,32,Delay2,60804,6000,Paid,Gold
10000,High school,single,36,ontime,576,4009,Missed,Gold
100000,Graduate school,married,41,Delay1,89137,0,Paid,Gold
130000,Graduate school,married,42,Delay0,23970,1288,Paid,Gold
20000,High school,other,44,Delay1,11027,0,Missed,Gold
370000,University,single,39,Delay1,343248,5,Missed,Gold
190000,High school,married,41,Delay0,82926,326,Paid,Gold
50000,University,married,35,Delay0,20274,2600,Paid,Gold
180000,Graduate school,single,28,Delay0,26730,1800,Paid,Gold
60000,University,married,30,Delay1,46138,0,Missed,Gold
170000,Graduate school,single,29,Delay0,175349,5800,Paid,Gold
70000,Graduate school,single,49,Delay1,38228,0,Missed,Gold
150000,University,single,32,Delay0,146785,3300,Missed,Gold
100000,University,single,32,Delay0,34904,3000,Missed,Gold
20000,University,single,35,Delay0,6855,5000,Missed,Gold
330000,University,married,38,Delay0,144729,10000,Paid,Gold
20000,High school,single,31,Delay3,11358,0,Missed,Gold
200000,High school,single,32,ontime,4881,6691,Paid,Gold
90000,High school,other,40,Delay0,53256,1923,Missed,Gold
90000,University,married,47,Delay0,54268,2425,Missed,Gold
150000,High school,married,39,unknown,0,0,Paid,Gold
20000,High school,single,47,Delay1,17629,0,Missed,Gold
50000,University,single,28,Delay0,16889,1271,Paid,Gold
20000,University,married,32,Delay0,7162,1200,Paid,Gold
180000,Graduate school,married,48,Delay0,64788,3000,Paid,Gold
50000,University,single,29,Delay2,35488,2000,Missed,Gold
180000,University,married,37,Delay0,175287,8440,Paid,Gold
200000,University,married,40,Delay2,208012,0,Missed,Gold
180000,Graduate school,single,28,Delay2,175154,5100,Paid,Gold
440000,Graduate school,single,31,Delay0,37547,20016,Paid,Gold
30000,University,single,40,Delay3,26129,0,Missed,Gold
270000,Graduate school,single,36,ontime,109611,6285,Paid,Gold
130000,High school,single,28,Delay0,132703,5000,Paid,Gold
50000,University,single,29,Delay0,13200,1506,Paid,Gold
130000,University,married,42,ontime,396,396,Paid,Gold
190000,University,married,41,Delay2,127370,0,Missed,Gold
50000,University,single,34,Delay1,53916,2600,Missed,Gold
50000,University,single,35,Delay0,49878,1718,Paid,Gold
50000,High school,married,42,Delay0,42238,1425,Paid,Gold
80000,High school,single,44,Delay0,55297,2300,Missed,Gold
70000,University,married,36,Delay0,33050,5000,Paid,Gold
50000,High school,single,49,Delay0,48245,1286,Paid,Gold
30000,Graduate school,single,33,Delay1,25826,3000,Paid,Gold
310000,University,single,34,Delay0,200328,3860,Paid,Gold
120000,University,single,35,Delay0,49485,3458,Missed,Gold
280000,University,married,47,Delay0,191759,10051,Paid,Gold
90000,University,married,39,Delay0,36703,2000,Paid,Gold
280000,Graduate school,married,42,unknown,-26,0,Paid,Gold
10000,University,married,44,Delay0,6436,3012,Missed,Gold
340000,Graduate school,married,43,unknown,185,4418,Paid,Gold
70000,University,married,44,Delay1,54297,0,Missed,Gold
560000,University,married,49,Delay0,13432,3300,Paid,Gold
360000,University,married,40,ontime,1473,3125,Paid,Gold
70000,High school,single,47,Delay0,40862,1421,Paid,Gold
220000,University,married,45,Delay0,165583,6500,Paid,Gold
200000,Graduate school,married,40,unknown,820,820,Paid,Gold
180000,High school,married,39,Delay0,24068,1706,Paid,Gold
210000,University,other,39,Delay0,173187,4000,Paid,Gold
100000,University,married,39,Delay0,74053,3274,Paid,Gold
50000,High school,married,44,Delay0,5789,43134,Paid,Gold
50000,High school,single,34,Delay0,44036,4500,Paid,Gold
210000,Graduate school,married,34,Delay0,42617,30020,Paid,Gold
20000,University,single,37,Delay3,2400,0,Missed,Gold
170000,Graduate school,single,36,Delay2,177116,0,Paid,Gold
180000,High school,married,37,unknown,11368,3595,Paid,Gold
270000,High school,single,38,Delay2,258442,10350,Missed,Gold
450000,University,married,41,unknown,1068,1287,Paid,Gold
60000,University,married,41,Delay0,27130,6300,Missed,Gold
30000,University,married,36,Delay0,22261,6200,Paid,Gold
50000,University,single,41,Delay0,39369,2000,Paid,Gold
280000,High school,married,46,ontime,14186,2836,Paid,Gold
420000,Graduate school,single,33,Delay1,170146,0,Paid,Gold
50000,High school,married,45,Delay0,29287,1600,Paid,Gold
120000,University,married,45,Delay0,22573,5000,Paid,Gold
50000,University,married,41,Delay1,32141,0,Missed,Gold
120000,Graduate school,married,49,Delay0,10105,106000,Paid,Gold
100000,University,married,43,ontime,390,390,Paid,Gold
20000,Graduate school,single,22,Delay1,10591,0,Paid,Gold
20000,High school,single,24,Delay5,21151,0,Paid,Gold
30000,University,single,30,Delay1,25907,0,Missed,Gold
240000,Graduate school,single,30,ontime,178911,6581,Paid,Gold
360000,High school,single,33,Delay0,32290,2000,Paid,Gold
50000,University,married,44,Delay2,1473,2423,Missed,Gold
180000,University,married,46,unknown,390,3182,Missed,Gold
220000,Graduate school,married,39,Delay0,96473,10000,Paid,Gold
450000,Graduate school,married,45,ontime,26773,700,Missed,Gold
30000,University,single,42,ontime,2782,2975,Paid,Gold
50000,University,other,41,Delay0,31197,4590,Paid,Gold
360000,University,married,36,unknown,4671,929,Paid,Gold
360000,University,married,34,Delay0,49792,3444,Paid,Gold
20000,University,married,40,Delay0,14353,3000,Paid,Gold
230000,University,married,36,unknown,0,0,Paid,Gold
50000,University,single,40,Delay0,47060,2154,Missed,Gold
420000,Graduate school,married,42,ontime,13218,24671,Paid,Gold
20000,High school,married,40,Delay0,18987,1258,Missed,Gold
20000,High school,married,40,Delay0,13370,3200,Missed,Gold
70000,University,married,37,Delay0,57981,15000,Paid,Gold
40000,University,married,46,Delay2,27324,3573,Missed,Gold
20000,University,single,34,Delay1,16456,1500,Missed,Gold
140000,Graduate school,single,30,ontime,13468,1000,Paid,Gold
130000,University,married,33,ontime,99,99,Paid,Gold
240000,Graduate school,married,35,ontime,18079,6315,Paid,Gold
20000,University,single,30,Delay0,15070,1568,Missed,Gold
230000,University,single,34,unknown,27178,0,Paid,Gold
500000,University,married,44,unknown,77009,94064,Paid,Gold
20000,University,married,46,Delay0,17483,1363,Missed,Gold
50000,University,married,42,Delay0,44637,1880,Paid,Gold
130000,Graduate school,single,38,Delay0,131197,7000,Paid,Gold
400000,University,married,42,Delay0,2984,3369,Missed,Gold
50000,High school,married,40,Delay2,37245,1700,Paid,Gold
360000,Graduate school,single,30,ontime,8195,100496,Paid,Gold
50000,High school,single,34,Delay2,44951,2000,Missed,Gold
20000,University,single,44,Delay0,8843,1115,Paid,Gold
160000,Graduate school,married,40,ontime,500,1000,Missed,Gold
420000,High school,married,32,ontime,1875,2499,Paid,Gold
150000,Graduate school,single,34,Delay2,32355,0,Missed,Gold
190000,Graduate school,single,37,Delay0,98588,4007,Paid,Gold
20000,High school,single,31,Delay2,16509,2906,Missed,Gold
410000,Graduate school,single,32,ontime,3339,10000,Paid,Gold
270000,Graduate school,single,32,Delay0,47116,2000,Paid,Gold
120000,Graduate school,married,32,Delay0,106552,6000,Paid,Gold
30000,University,married,33,Delay0,30258,2300,Paid,Gold
240000,High school,married,33,Delay0,64853,8000,Paid,Gold
300000,Graduate school,married,33,Delay0,31808,1514,Paid,Gold
500000,Graduate school,married,34,Delay0,104638,3780,Paid,Gold
700000,Graduate school,married,34,unknown,3609,6168,Paid,Gold
110000,Graduate school,single,33,Delay0,92575,4000,Paid,Gold
490000,University,married,34,Delay0,25015,1340,Paid,Gold
500000,Graduate school,single,34,Delay0,32282,5000,Paid,Gold
50000,University,single,43,ontime,396,396,Missed,Gold
430000,Graduate school,married,42,unknown,11362,11461,Paid,Gold
200000,University,married,37,ontime,29312,19313,Paid,Gold
270000,High school,single,38,Delay0,263842,11021,Paid,Gold
220000,University,married,49,ontime,540,1158,Paid,Gold
20000,University,single,34,ontime,390,390,Paid,Gold
280000,Graduate school,single,35,Delay1,-2,401,Paid,Gold
70000,University,married,49,Delay0,59156,2020,Paid,Gold
420000,Graduate school,married,43,unknown,8100,14274,Paid,Gold
90000,University,married,44,Delay2,58395,2134,Missed,Gold
10000,University,married,37,Delay0,6930,1065,Paid,Gold
120000,University,single,41,Delay1,121988,0,Missed,Gold
340000,University,married,49,Delay0,317686,17000,Paid,Gold
350000,University,married,49,Delay0,213236,7600,Paid,Gold
100000,University,married,34,Delay2,84196,2300,Missed,Gold
60000,Graduate school,married,37,Delay2,21962,2000,Missed,Gold
290000,University,married,42,unknown,0,0,Missed,Gold
30000,University,married,37,Delay0,15054,1551,Missed,Gold
180000,University,single,31,Delay0,6221,1000,Missed,Gold
50000,University,single,49,Delay0,59236,2000,Missed,Gold
160000,University,married,39,Delay0,34171,1639,Missed,Gold
30000,other,single,49,Delay0,29429,3000,Paid,Gold
240000,Graduate school,single,47,Delay2,2500,0,Missed,Gold
260000,High school,single,43,Delay0,154386,10000,Paid,Gold
20000,University,single,42,Delay1,11063,0,Missed,Gold
50000,High school,single,39,Delay2,42245,30003,Paid,Gold
180000,Graduate school,single,37,ontime,49531,45612,Paid,Gold
110000,High school,married,43,ontime,390,390,Paid,Gold
130000,University,married,33,ontime,390,390,Paid,Gold
30000,University,married,45,ontime,390,390,Paid,Gold
130000,University,married,48,unknown,1115,1902,Paid,Gold
170000,University,married,38,ontime,16480,15067,Missed,Gold
240000,University,single,38,Delay0,167544,8400,Paid,Gold
360000,Graduate school,single,38,ontime,1800,2413,Paid,Gold
150000,Graduate school,single,37,ontime,305,89524,Paid,Gold
70000,High school,single,38,Delay0,68370,2682,Missed,Gold
220000,University,single,30,Delay0,226613,7667,Paid,Gold
80000,University,married,31,Delay0,78356,2600,Paid,Gold
180000,Graduate school,single,31,Delay0,17426,12000,Paid,Gold
390000,Graduate school,married,32,Delay0,26214,6000,Paid,Gold
20000,High school,married,48,Delay0,19195,1257,Missed,Gold
100000,Graduate school,married,44,Delay0,81786,3400,Paid,Gold
10000,University,single,37,Delay0,17018,1117,Paid,Gold
80000,High school,married,42,unknown,390,1780,Paid,Gold
330000,Graduate school,married,48,unknown,0,12089,Paid,Gold
20000,University,married,47,Delay0,10628,1200,Missed,Gold
270000,Graduate school,single,33,ontime,288,765,Paid,Gold
280000,University,single,33,unknown,0,2650,Paid,Gold
180000,University,single,33,Delay0,103956,4100,Paid,Gold
350000,High school,married,44,ontime,266692,3569,Paid,Gold
200000,High school,married,44,Delay2,147817,11000,Missed,Gold
50000,University,married,41,Delay0,49401,1803,Missed,Gold
500000,Graduate school,married,41,Delay0,62289,2608,Paid,Gold
140000,Graduate school,married,43,ontime,1453,1872,Paid,Gold
180000,Graduate school,married,40,unknown,0,0,Missed,Gold
540000,other,single,49,Delay0,83722,3538,Paid,Gold
30000,Graduate school,single,28,ontime,598,0,Paid,Gold
270000,Graduate school,married,42,ontime,6532,3923,Paid,Gold
210000,Graduate school,single,28,Delay1,0,0,Paid,Gold
160000,other,married,45,Delay1,0,10427,Paid,Gold
50000,High school,single,39,Delay0,34617,1000,Paid,Gold
50000,University,single,29,ontime,5140,9377,Paid,Gold
200000,University,married,33,Delay0,57579,5250,Paid,Gold
240000,Graduate school,single,35,ontime,325,650,Missed,Gold
50000,Graduate school,single,32,Delay1,45997,2064,Missed,Gold
80000,University,single,28,Delay0,10677,2017,Paid,Gold
80000,University,married,34,Delay2,81882,3650,Missed,Gold
80000,University,married,30,Delay2,13708,9200,Missed,Gold
200000,University,married,38,Delay0,7400,1005,Paid,Gold
200000,High school,married,41,Delay0,171929,7000,Missed,Gold
290000,Graduate school,single,38,Delay1,0,0,Paid,Gold
80000,University,married,39,Delay0,145905,5107,Paid,Gold
250000,Graduate school,married,40,Delay0,307321,4730,Paid,Gold
50000,University,married,37,Delay1,0,780,Paid,Gold
240000,University,married,45,Delay0,228278,10000,Paid,Gold
130000,University,married,43,Delay0,59762,3496,Paid,Gold
190000,University,married,45,Delay0,82764,5000,Paid,Gold
20000,University,single,40,ontime,1261,11839,Paid,Gold
60000,University,single,32,Delay1,47908,3000,Paid,Gold
170000,University,married,35,Delay1,17920,1900,Paid,Gold
50000,High school,married,46,Delay1,35556,0,Paid,Gold
240000,University,married,31,Delay0,230234,8200,Paid,Gold
200000,Graduate school,single,31,Delay1,182307,8300,Missed,Gold
130000,Graduate school,single,31,Delay1,0,0,Paid,Gold
360000,other,married,31,Delay0,270955,8000,Paid,Gold
200000,Graduate school,single,33,Delay0,54713,5000,Paid,Gold
160000,High school,single,38,Delay0,138937,120000,Paid,Gold
230000,Graduate school,married,39,ontime,660,660,Paid,Gold
280000,Graduate school,married,38,Delay1,4608,5410,Paid,Gold
210000,Graduate school,married,40,Delay0,23764,1367,Paid,Gold
380000,High school,married,39,Delay0,37096,10012,Paid,Gold
270000,University,married,36,Delay1,5714,0,Missed,Gold
150000,University,single,34,ontime,917,2000,Paid,Gold
110000,Graduate school,single,30,Delay1,88312,4200,Paid,Gold
500000,Graduate school,single,32,ontime,27318,40019,Paid,Gold
100000,University,single,41,ontime,1941,1500,Missed,Gold
130000,Graduate school,single,30,Delay0,80528,3700,Paid,Gold
200000,Graduate school,single,34,Delay2,150493,10000,Missed,Gold
280000,University,single,47,Delay0,229281,20213,Paid,Gold
420000,Graduate school,married,39,Delay0,100333,5138,Paid,Gold
380000,Graduate school,single,29,ontime,388,389,Paid,Gold
220000,Graduate school,single,33,Delay1,0,0,Missed,Gold
310000,University,married,35,unknown,-354,0,Paid,Gold
310000,University,married,48,Delay0,102646,5200,Paid,Gold
550000,Graduate school,single,35,Delay2,539092,23000,Paid,Gold
170000,Graduate school,single,36,ontime,37830,11376,Paid,Gold
50000,Graduate school,single,35,Delay0,49241,1600,Paid,Gold
390000,Graduate school,married,41,unknown,7015,500,Paid,Gold
20000,University,single,24,Delay0,18196,1775,Paid,Gold
80000,Graduate school,single,26,Delay0,18229,10000,Paid,Gold
200000,University,single,25,ontime,88569,15000,Paid,Gold
80000,University,single,27,Delay1,0,0,Paid,Gold
200000,Graduate school,single,28,Delay0,87390,30002,Paid,Gold
130000,University,single,30,Delay0,70142,1100,Paid,Gold
200000,University,married,28,Delay3,2443,0,Missed,Gold
20000,High school,single,48,Delay3,250,0,Missed,Gold
310000,University,single,35,unknown,2186,1532,Paid,Gold
160000,High school,married,40,Delay0,150451,7000,Paid,Gold
190000,University,single,40,Delay2,149411,0,Missed,Gold
110000,University,married,49,Delay0,51395,1855,Paid,Gold
150000,University,single,49,Delay0,86035,3090,Paid,Gold
90000,Graduate school,married,37,Delay0,51438,1950,Paid,Gold
150000,Graduate school,single,34,Delay0,56142,10115,Paid,Gold
160000,Graduate school,married,41,ontime,776,230,Missed,Gold
180000,Graduate school,single,34,unknown,0,0,Paid,Gold
20000,University,single,26,Delay1,8476,2000,Missed,Gold
50000,University,married,32,Delay0,50805,2284,Missed,Gold
420000,University,married,41,Delay0,193370,4988,Paid,Gold
30000,University,married,30,Delay0,29202,2001,Paid,Gold
20000,High school,married,46,ontime,1836,0,Missed,Gold
200000,Graduate school,single,38,Delay2,1810,3405,Paid,Gold
50000,Graduate school,single,36,Delay2,45960,0,Missed,Gold
500000,Graduate school,married,39,Delay2,15776,3004,Missed,Gold
30000,High school,married,42,Delay1,14655,14,Paid,Gold
360000,University,married,46,unknown,8746,3108,Missed,Gold
130000,University,married,38,Delay0,233617,10000,Paid,Gold
20000,University,married,45,unknown,-2044,5966,Paid,Gold
200000,Graduate school,single,34,unknown,1740,10108,Paid,Gold
340000,Graduate school,married,39,Delay0,177237,16100,Paid,Gold
50000,Graduate school,married,33,Delay0,40505,6930,Paid,Gold
360000,Graduate school,single,33,unknown,780,286,Paid,Gold
200000,University,single,35,ontime,1121,4621,Paid,Gold
50000,University,single,33,Delay0,47364,1780,Missed,Gold
560000,University,married,36,unknown,4286,3282,Paid,Gold
130000,High school,single,39,Delay2,66548,5600,Missed,Gold
20000,High school,single,38,Delay0,12248,3000,Paid,Gold
360000,Graduate school,married,42,Delay0,30860,20204,Paid,Gold
50000,High school,married,39,Delay0,23257,1333,Paid,Gold
70000,University,single,35,Delay1,44193,3000,Missed,Gold
280000,University,married,49,Delay0,32311,1429,Paid,Gold
280000,University,single,39,unknown,6251,12577,Paid,Gold
50000,High school,married,37,Delay0,44320,2021,Paid,Gold
160000,University,married,40,Delay0,101782,3710,Paid,Gold
240000,High school,married,40,Delay0,8936,1658,Paid,Gold
300000,University,married,48,Delay1,0,0,Paid,Gold
280000,University,married,39,Delay2,130549,5000,Missed,Gold
530000,Graduate school,single,30,Delay0,205848,13000,Paid,Gold
120000,University,single,32,ontime,7111,6000,Paid,Gold
130000,High school,single,33,Delay0,126592,5264,Paid,Gold
500000,Graduate school,married,35,ontime,6257,10492,Paid,Gold
70000,University,married,31,Delay0,3588,1505,Paid,Gold
10000,University,single,31,ontime,390,390,Paid,Gold
500000,Graduate school,married,41,ontime,11060,6895,Paid,Gold
340000,Graduate school,married,41,unknown,11379,11258,Paid,Gold
10000,High school,single,37,Delay0,4950,1103,Missed,Gold
140000,University,single,41,Delay0,185948,6088,Paid,Gold
50000,University,single,36,ontime,1261,1261,Paid,Gold
270000,University,married,44,Delay2,187352,8000,Missed,Gold
290000,University,single,30,Delay0,65369,3360,Paid,Gold
50000,Graduate school,single,33,ontime,36363,0,Paid,Gold
30000,University,married,33,Delay0,6390,1102,Paid,Gold
290000,Graduate school,single,41,Delay0,275367,10580,Paid,Gold
200000,Graduate school,single,31,Delay0,9080,14280,Paid,Gold
50000,Graduate school,single,31,Delay2,56251,8705,Paid,Gold
290000,Graduate school,single,32,ontime,3739,0,Missed,Gold
130000,Graduate school,single,36,Delay1,128190,6500,Paid,Gold
220000,University,married,47,ontime,3489,6261,Paid,Gold
250000,Graduate school,single,33,Delay0,76412,5000,Paid,Gold
360000,Graduate school,married,44,Delay0,162773,5676,Paid,Gold
150000,Graduate school,married,38,Delay5,288585,0,Missed,Gold
160000,University,single,37,Delay0,140266,5019,Paid,Gold
360000,Graduate school,married,34,unknown,2433,1230,Paid,Gold
210000,University,single,42,Delay0,197204,8800,Paid,Gold
60000,High school,married,43,Delay0,44057,1669,Paid,Gold
20000,University,other,48,Delay0,16537,1500,Paid,Gold
50000,High school,married,45,Delay0,10522,261,Missed,Gold
60000,High school,married,41,Delay0,58563,2826,Paid,Gold
460000,Graduate school,single,39,Delay0,290372,15495,Paid,Gold
240000,other,married,40,unknown,19295,2054,Paid,Gold
30000,University,single,44,Delay2,17766,1306,Missed,Gold
50000,University,married,41,Delay0,43607,2500,Paid,Gold
120000,University,married,41,unknown,0,0,Missed,Gold
120000,University,single,32,Delay0,114476,4100,Paid,Gold
230000,Graduate school,single,40,unknown,6514,7882,Missed,Gold
80000,Graduate school,single,39,Delay0,48491,8000,Paid,Gold
20000,University,single,34,Delay2,17497,3500,Missed,Gold
360000,University,married,33,ontime,15299,44730,Paid,Gold
500000,Graduate school,married,30,Delay0,74797,2800,Paid,Gold
30000,University,married,45,Delay1,14728,1600,Missed,Gold
170000,Graduate school,single,29,ontime,14479,70,Paid,Gold
240000,University,single,41,Delay0,226047,10000,Paid,Gold
230000,Graduate school,married,40,unknown,169,2018,Paid,Gold
180000,Graduate school,single,31,Delay1,172505,0,Paid,Gold
210000,High school,married,38,Delay2,122157,12301,Missed,Gold
460000,Graduate school,single,44,Delay2,282944,12000,Missed,Gold
200000,Graduate school,married,47,Delay1,198663,8013,Missed,Gold
80000,University,married,40,Delay0,71578,3007,Paid,Gold
50000,University,married,49,Delay1,50435,2400,Missed,Gold
230000,University,single,38,Delay2,177917,8000,Paid,Gold
80000,University,married,38,Delay0,40356,1631,Paid,Gold
200000,University,married,32,ontime,80,90001,Paid,Gold
50000,High school,married,40,ontime,1261,2522,Paid,Gold
30000,University,married,36,Delay1,0,780,Paid,Gold
280000,High school,married,40,Delay2,178220,10000,Missed,Gold
260000,University,married,37,Delay0,128602,3203,Paid,Gold
200000,University,single,32,Delay2,160106,7600,Missed,Gold
80000,University,single,32,Delay2,79237,3000,Missed,Gold
200000,Graduate school,single,45,Delay0,14027,5006,Paid,Gold
20000,other,married,28,Delay0,9278,1400,Paid,Gold
200000,University,married,47,ontime,42114,235728,Missed,Gold
60000,High school,single,41,ontime,866,29687,Paid,Gold
50000,University,married,38,Delay0,46509,2000,Paid,Gold
50000,University,married,42,Delay0,1345,1000,Paid,Gold
50000,University,single,41,Delay0,50516,2721,Paid,Gold
200000,High school,single,43,Delay3,2500,0,Missed,Gold
130000,High school,single,38,Delay2,114726,20,Missed,Gold
130000,University,single,41,Delay0,131762,3466,Missed,Gold
50000,University,single,32,ontime,780,0,Missed,Gold
160000,Graduate school,single,33,Delay2,146129,15000,Missed,Gold
50000,University,single,32,Delay1,48793,2500,Missed,Gold
10000,University,single,46,Delay0,8866,1143,Paid,Gold
200000,University,single,35,Delay0,87750,3000,Paid,Gold
360000,Graduate school,single,38,unknown,12325,14123,Paid,Gold
230000,Graduate school,married,37,unknown,1464,1742,Paid,Gold
200000,Graduate school,single,34,ontime,3253,4005,Paid,Gold
50000,High school,married,43,Delay0,27620,1767,Missed,Gold
90000,University,married,34,Delay0,106053,3547,Paid,Gold
270000,Graduate school,single,36,unknown,11464,1879,Paid,Gold
50000,University,married,41,Delay0,49999,2263,Paid,Gold
50000,University,married,39,Delay2,17150,0,Missed,Gold
20000,University,married,39,Delay0,16621,1200,Paid,Gold
50000,High school,married,35,Delay0,50500,2000,Missed,Gold
390000,University,married,39,ontime,7831,8,Paid,Gold
50000,University,single,36,Delay4,51689,3,Paid,Gold
160000,High school,single,38,Delay1,0,0,Paid,Gold
20000,University,married,36,Delay3,17500,0,Missed,Gold
230000,University,single,36,unknown,3245,1864,Paid,Gold
50000,Graduate school,single,46,Delay0,49386,2000,Paid,Gold
50000,High school,single,40,Delay0,55397,2000,Paid,Gold
80000,High school,married,37,Delay0,51925,3018,Paid,Gold
240000,University,married,42,ontime,795,1921,Paid,Gold
90000,High school,married,39,Delay0,93757,4000,Missed,Gold
260000,High school,married,44,Delay0,250416,11000,Paid,Gold
50000,University,single,47,Delay0,48017,2488,Paid,Gold
350000,Graduate school,married,41,Delay0,24297,1411,Paid,Gold
20000,University,single,42,Delay0,15717,1276,Paid,Gold
110000,High school,married,41,Delay0,53497,2510,Paid,Gold
80000,High school,married,34,ontime,5173,10826,Paid,Gold
230000,University,married,34,Delay1,0,0,Missed,Gold
370000,University,single,39,Delay0,377259,15198,Paid,Gold
100000,University,married,38,ontime,7798,864,Missed,Gold
490000,University,single,35,Delay2,427020,0,Missed,Gold
50000,University,single,42,Delay2,22591,0,Paid,Gold
200000,High school,single,41,unknown,20950,182,Paid,Gold
70000,University,married,37,Delay2,60514,3000,Missed,Gold
210000,University,married,38,ontime,326,0,Paid,Gold
50000,High school,single,33,Delay0,47834,1866,Paid,Gold
50000,High school,single,34,Delay0,49454,1792,Paid,Gold
100000,Graduate school,single,34,Delay0,18185,7100,Missed,Gold
160000,University,single,38,Delay4,99340,0,Missed,Gold
30000,University,married,32,unknown,5066,6367,Paid,Gold
220000,Graduate school,single,34,Delay0,170352,15206,Missed,Gold
150000,High school,single,29,ontime,820,3431,Paid,Gold
300000,University,single,31,Delay0,281829,10208,Paid,Gold
390000,University,married,36,Delay1,0,0,Paid,Gold
180000,Graduate school,married,36,ontime,170619,6063,Paid,Gold
300000,Graduate school,single,40,Delay1,0,0,Paid,Gold
150000,Graduate school,married,37,Delay0,112695,3515,Paid,Gold
80000,University,married,36,Delay0,77870,2900,Missed,Gold
250000,University,single,31,Delay1,0,0,Paid,Gold
350000,Graduate school,married,37,unknown,916,1133,Paid,Gold
380000,Graduate school,married,40,Delay0,231759,10000,Paid,Gold
450000,Graduate school,single,34,ontime,583,0,Paid,Gold
340000,Graduate school,single,35,Delay0,62896,16591,Paid,Gold
70000,University,married,44,Delay0,14202,1500,Paid,Gold
320000,University,married,37,Delay0,367670,13200,Missed,Gold
180000,Graduate school,married,48,ontime,325,1260,Paid,Gold
360000,Graduate school,married,43,Delay0,38324,3390,Paid,Gold
230000,Graduate school,married,46,Delay1,189724,8000,Missed,Gold
280000,Graduate school,single,36,Delay1,314318,0,Paid,Gold
50000,University,single,34,Delay0,46413,4729,Paid,Gold
260000,University,married,34,Delay0,186189,6203,Missed,Gold
230000,University,single,41,ontime,23216,10014,Paid,Gold
240000,Graduate school,single,41,unknown,-317,63752,Paid,Gold
140000,Graduate school,married,44,Delay0,90547,3500,Paid,Gold
360000,Graduate school,married,43,Delay0,30769,13952,Paid,Gold
320000,Graduate school,married,44,ontime,1329,4526,Paid,Gold
310000,Graduate school,married,36,ontime,8517,6765,Paid,Gold
60000,University,single,42,Delay0,78291,3000,Paid,Gold
380000,University,married,38,Delay0,365427,14008,Paid,Gold
40000,other,single,37,Delay0,36712,1596,Paid,Gold
150000,University,married,40,Delay0,74985,3400,Paid,Gold
360000,High school,single,40,ontime,2569,316,Paid,Gold
200000,Graduate school,married,36,ontime,4585,33485,Paid,Gold
260000,other,married,42,Delay0,204017,8000,Paid,Gold
430000,High school,single,38,unknown,37693,3507,Paid,Gold
200000,University,married,36,Delay0,5440,2000,Paid,Gold
380000,Graduate school,married,40,Delay0,95972,30027,Paid,Gold
110000,University,single,37,Delay0,112091,4625,Paid,Gold
